sep=	
"1077240"	"988805"
"1077240"	"1341809"
"1077241"	""
"1077242"	"2333"
"1077242"	"334561"
"1077242"	"567081"
"1077242"	"610561"
"1077242"	"832677"
"1077242"	"950463"
"1077242"	"971975"
"1077242"	"1059429"
"1077243"	"836363"
"1077243"	"838174"
"1077243"	"953161"
"1077243"	"953417"
"1077243"	"971900"
"1077243"	"973104"
"1077243"	"1013205"
"1077243"	"1014182"
"1077243"	"1060505"
"1077243"	"3003855"
"1077244"	""
"1077245"	"1086962"
"1077245"	"610308"
"1077245"	"1093093"
"1077245"	"118820"
"1077245"	"1117642"
"1077246"	"929619"
"1077246"	"1058325"
"1077246"	"1077250"
"1077247"	""
"1077248"	"211772"
"1077248"	"621820"
"1077248"	"931554"
"1077248"	"949983"
"1077248"	"950466"
"1077248"	"950839"
"1077248"	"951313"
"1077248"	"1052224"
"1077248"	"1059038"
"1077248"	"1058992"
"1077248"	"1060906"
"1077248"	"1078186"
"1077249"	"210727"
"1077249"	"505524"
"1077249"	"609984"
"1077249"	"609953"
"1077249"	"610845"
"1077249"	"621905"
"1077249"	"622481"
"1077249"	"750173"
"1077249"	"950817"
"1077249"	"1054465"
"1077250"	"929617"
"1077250"	"929619"
"1077250"	"933968"
"1077250"	"1058325"
"1077250"	"1077246"
"1077250"	"1088659"
"1077251"	"110857"
"1077251"	"211640"
"1077251"	"211876"
"1077251"	"543943"
"1077251"	"610084"
"1077251"	"611237"
"1077251"	"614640"
"1077251"	"620258"
"1077251"	"621749"
"1077251"	"623175"
"1077251"	"653618"
"1077251"	"949653"
"1077251"	"960127"
"1077251"	"971278"
"1077251"	"971983"
"1077251"	"972947"
"1077251"	"1058483"
"1077251"	"1059068"
"1077251"	"1060192"
"1077251"	"1104039"
"1077252"	""
"1077253"	"46516"
"1077253"	"210342"
"1077253"	"210737"
"1077253"	"610968"
"1077253"	"621393"
"1077253"	"836524"
"1077253"	"836968"
"1077253"	"837402"
"1077253"	"839234"
"1077253"	"952980"
"1077253"	"1052141"
"1077253"	"1060340"
"1077253"	"1061754"
"1077254"	"211020"
"1077254"	"267701"
"1077254"	"481151"
"1077254"	"610586"
"1077254"	"622070"
"1077254"	"749749"
"1077254"	"953385"
"1077254"	"1058805"
"1077254"	"1060106"
"1077254"	"1061461"
"1077254"	"3006743"
"1077255"	""
"1077256"	"651124"
"1077256"	"835959"
"1077256"	"924059"
"1077256"	"1125988"
"1077257"	"211207"
"1077257"	"609923"
"1077257"	"793203"
"1077257"	"949605"
"1077257"	"952498"
"1077257"	"972404"
"1077258"	"609958"
"1077258"	"622980"
"1077258"	"839117"
"1077258"	"953021"
"1077258"	"952982"
"1077258"	"1060690"
"1077258"	"1089125"
"1077258"	"1288543"
"1077259"	"842186"
"1077259"	"864660"
"1077259"	"953015"
"1077259"	"985841"
"1077259"	"1077259"
"1077259"	"1079956"
"1077259"	"1091588"
"1077260"	"543840"
"1077260"	"610317"
"1077260"	"611144"
"1077260"	"614640"
"1077260"	"842963"
"1077260"	"951701"
"1077260"	"952810"
"1077260"	"952821"
"1077260"	"953052"
"1077260"	"1058483"
"1077261"	"953513"
"1077261"	"1051845"
"1077261"	"1052070"
"1077261"	"1052256"
"1077261"	"1077271"
"1077262"	"209854"
"1077262"	"209969"
"1077262"	"210711"
"1077262"	"296621"
"1077262"	"297192"
"1077262"	"544261"
"1077262"	"544399"
"1077262"	"614172"
"1077262"	"614190"
"1077262"	"614276"
"1077262"	"621718"
"1077262"	"622468"
"1077262"	"622469"
"1077262"	"933870"
"1077262"	"952669"
"1077262"	"953405"
"1077262"	"1058362"
"1077262"	"1059057"
"1077262"	"1059955"
"1077262"	"1060153"
"1077262"	"1089005"
"1077263"	"104315"
"1077263"	"104558"
"1077263"	"104569"
"1077263"	"119855"
"1077263"	"210268"
"1077263"	"210463"
"1077263"	"210492"
"1077263"	"211143"
"1077263"	"211445"
"1077263"	"269003"
"1077263"	"610033"
"1077263"	"610446"
"1077263"	"610985"
"1077263"	"621122"
"1077263"	"621138"
"1077263"	"621144"
"1077263"	"621355"
"1077263"	"621253"
"1077263"	"622157"
"1077263"	"622146"
"1077263"	"622996"
"1077263"	"775450"
"1077263"	"798033"
"1077263"	"817197"
"1077263"	"852950"
"1077263"	"861853"
"1077263"	"862000"
"1077263"	"861886"
"1077263"	"861124"
"1077263"	"862023"
"1077263"	"930288"
"1077263"	"950007"
"1077263"	"950475"
"1077263"	"971353"
"1077263"	"1060061"
"1077263"	"1059809"
"1077263"	"1060060"
"1077263"	"1060454"
"1077263"	"1060436"
"1077263"	"1060553"
"1077263"	"1088861"
"1077263"	"1094479"
"1077264"	"489576"
"1077264"	"609965"
"1077264"	"610439"
"1077264"	"1011365"
"1077265"	"950399"
"1077265"	"1059341"
"1077265"	"931999"
"1077265"	"843693"
"1077265"	"611183"
"1077266"	"155434"
"1077266"	"210848"
"1077266"	"225015"
"1077266"	"803577"
"1077266"	"852820"
"1077266"	"952711"
"1077266"	"953139"
"1077266"	"953547"
"1077266"	"1059129"
"1077267"	"621300"
"1077267"	"1058744"
"1077267"	"1059998"
"1077268"	"267992"
"1077268"	"610475"
"1077268"	"610335"
"1077268"	"611153"
"1077268"	"621725"
"1077268"	"621936"
"1077268"	"622274"
"1077268"	"622717"
"1077268"	"1051922"
"1077268"	"1052105"
"1077268"	"1091181"
"1077268"	"1122595"
"1077269"	"610559"
"1077269"	"930911"
"1077269"	"950363"
"1077269"	"950366"
"1077269"	"950365"
"1077269"	"1035274"
"1077269"	"1275170"
"1077270"	"210488"
"1077270"	"211097"
"1077270"	"282259"
"1077270"	"446409"
"1077270"	"611165"
"1077270"	"949569"
"1077271"	"193057"
"1077271"	"770305"
"1077271"	"933363"
"1077271"	"950979"
"1077271"	"953242"
"1077271"	"953513"
"1077271"	"1052256"
"1077271"	"1077261"
"1077271"	"1091218"
"1077271"	"3006037"
"1077271"	"3006743"
"1077272"	"210154"
"1077272"	"493588"
"1077272"	"544171"
"1077272"	"543910"
"1077272"	"611411"
"1077272"	"614683"
"1077272"	"952849"
"1077272"	"1091236"
"1077273"	"861707"
"1077273"	"621652"
"1077273"	"971731"
"1077273"	"210380"
"1077273"	"960021"
"1077273"	"993684"
"1077273"	"931063"
"1077273"	"1121411"
"1077273"	"1059566"
"1077273"	"960157"
"1077273"	"211500"
"1077273"	"3193"
"1077273"	"953541"
"1077273"	"1060140"
"1077273"	"211638"
"1077273"	"972947"
"1077273"	"211786"
"1077273"	"816365"
"1077273"	"611381"
"1077273"	"951918"
"1077274"	""
"1077275"	""
"1077276"	"415899"
"1077276"	"493919"
"1077276"	"610529"
"1077276"	"1058524"
"1077277"	"210686"
"1077277"	"622722"
"1077277"	"839384"
"1077277"	"951702"
"1077277"	"1091664"
"1077278"	"118467"
"1077278"	"210612"
"1077278"	"481153"
"1077278"	"749749"
"1077278"	"971514"
"1077278"	"1058805"
"1077278"	"1060106"
"1077279"	"837737"
"1077279"	"953170"
"1077279"	"1061638"
"1077280"	"837299"
"1077280"	"940291"
"1077280"	"953353"
"1077280"	"1058907"
"1077281"	"119728"
"1077281"	"120234"
"1077281"	"210282"
"1077281"	"210998"
"1077281"	"211219"
"1077281"	"543695"
"1077281"	"597975"
"1077281"	"610310"
"1077281"	"621440"
"1077281"	"622228"
"1077281"	"622346"
"1077281"	"622398"
"1077281"	"622795"
"1077281"	"622888"
"1077281"	"623082"
"1077281"	"771543"
"1077281"	"861308"
"1077281"	"861657"
"1077281"	"950020"
"1077281"	"950791"
"1077281"	"971408"
"1077281"	"972035"
"1077281"	"1059154"
"1077281"	"1059658"
"1077281"	"1059902"
"1077281"	"1060117"
"1077282"	"522"
"1077282"	"2526"
"1077282"	"118525"
"1077282"	"118704"
"1077282"	"146315"
"1077282"	"147009"
"1077282"	"210951"
"1077282"	"610502"
"1077282"	"610658"
"1077282"	"610659"
"1077282"	"770019"
"1077282"	"933329"
"1077282"	"950285"
"1077282"	"950286"
"1077282"	"951134"
"1077282"	"953385"
"1077282"	"953463"
"1077282"	"979471"
"1077282"	"1058717"
"1077282"	"1059410"
"1077282"	"1060106"
"1077282"	"1059931"
"1077282"	"1060203"
"1077282"	"1073975"
"1077282"	"1073887"
"1077282"	"1074534"
"1077282"	"1089264"
"1077282"	"1120219"
"1077283"	""
"1077284"	""
"1077285"	"110733"
"1077285"	"133250"
"1077285"	"211756"
"1077285"	"610003"
"1077285"	"610159"
"1077285"	"610441"
"1077285"	"816660"
"1077285"	"816691"
"1077285"	"817916"
"1077285"	"950130"
"1077285"	"952590"
"1077285"	"1059292"
"1077286"	"185911"
"1077286"	"522539"
"1077286"	"609762"
"1077286"	"621842"
"1077286"	"660844"
"1077286"	"932869"
"1077286"	"933479"
"1077286"	"950342"
"1077286"	"1094149"
"1077287"	"1059161"
"1077287"	"1122442"
"1077288"	"210294"
"1077288"	"609957"
"1077288"	"610313"
"1077288"	"610461"
"1077288"	"836593"
"1077288"	"989228"
"1077288"	"1091305"
"1077289"	"597957"
"1077289"	"599529"
"1077289"	"641841"
"1077289"	"835951"
"1077289"	"952625"
"1077289"	"953079"
"1077289"	"1059273"
"1077289"	"1061309"
"1077290"	"38747"
"1077290"	"211160"
"1077290"	"621833"
"1077290"	"950231"
"1077290"	"950140"
"1077290"	"950342"
"1077290"	"953565"
"1077290"	"971798"
"1077290"	"979979"
"1077290"	"979920"
"1077290"	"1013527"
"1077290"	"1059719"
"1077290"	"1122550"
"1077290"	"1122548"
"1077290"	"1288762"
"1077291"	"196082"
"1077291"	"611040"
"1077291"	"614358"
"1077291"	"614478"
"1077291"	"614517"
"1077291"	"614647"
"1077291"	"750253"
"1077291"	"771074"
"1077291"	"1034891"
"1077291"	"1059593"
"1077291"	"1061275"
"1077292"	"953272"
"1077293"	"210884"
"1077293"	"611047"
"1077293"	"611083"
"1077293"	"614355"
"1077293"	"621408"
"1077293"	"622233"
"1077293"	"622179"
"1077293"	"623259"
"1077293"	"1060454"
"1077293"	"1089373"
"1077293"	"1090132"
"1077294"	"950483"
"1077294"	"951515"
"1077294"	"952864"
"1077294"	"1059911"
"1077294"	"1090718"
"1077295"	"406996"
"1077295"	"611305"
"1077295"	"622359"
"1077295"	"623147"
"1077295"	"817978"
"1077295"	"950780"
"1077295"	"953022"
"1077295"	"953023"
"1077295"	"953262"
"1077295"	"1058856"
"1077295"	"1058849"
"1077295"	"1060057"
"1077295"	"1060732"
"1077296"	"267846"
"1077296"	"837238"
"1077296"	"837240"
"1077296"	"842887"
"1077296"	"843564"
"1077296"	"887713"
"1077296"	"1058418"
"1077297"	"210737"
"1077297"	"268009"
"1077297"	"1061455"
"1077298"	"185864"
"1077298"	"211876"
"1077298"	"610368"
"1077298"	"610908"
"1077298"	"621710"
"1077298"	"660526"
"1077298"	"1058809"
"1077298"	"1059210"
"1077298"	"1090178"
"1077298"	"3005546"
"1077299"	"702"
"1077299"	"104482"
"1077299"	"210576"
"1077299"	"211144"
"1077299"	"211148"
"1077299"	"211146"
"1077299"	"211488"
"1077299"	"211925"
"1077299"	"610578"
"1077299"	"621296"
"1077299"	"621294"
"1077299"	"621265"
"1077299"	"621264"
"1077299"	"621678"
"1077299"	"621731"
"1077299"	"621855"
"1077299"	"621962"
"1077299"	"622215"
"1077299"	"622132"
"1077299"	"622104"
"1077299"	"622234"
"1077299"	"622266"
"1077299"	"622971"
"1077299"	"622680"
"1077299"	"622878"
"1077299"	"623246"
"1077299"	"798622"
"1077299"	"861234"
"1077299"	"861616"
"1077299"	"861617"
"1077299"	"861924"
"1077299"	"861892"
"1077299"	"930852"
"1077299"	"949573"
"1077299"	"949575"
"1077299"	"951026"
"1077299"	"971353"
"1077299"	"1059760"
"1077299"	"1061309"
"1077299"	"1062210"
"1077299"	"1180679"
"1077300"	"1058437"
"1077300"	"929957"
"1077300"	"1090980"
"1077300"	"610508"
"1077300"	"1059258"
"1077300"	"610649"
"1077300"	"953152"
"1077300"	"1059846"
"1077300"	"933084"
"1077300"	"933796"
"1077301"	"621169"
"1077301"	"609843"
"1077301"	"949528"
"1077301"	"621345"
"1077301"	"949761"
"1077301"	"949831"
"1077301"	"614315"
"1077301"	"1059757"
"1077301"	"953176"
"1077301"	"1092561"
"1077301"	"614383"
"1077301"	"794758"
"1077302"	""
"1077303"	"267579"
"1077303"	"406975"
"1077303"	"610701"
"1077303"	"611189"
"1077303"	"887133"
"1077303"	"953101"
"1077303"	"1014115"
"1077303"	"1059762"
"1077303"	"1060466"
"1077304"	"2022"
"1077304"	"108713"
"1077304"	"587830"
"1077304"	"610028"
"1077304"	"610413"
"1077304"	"835964"
"1077304"	"887049"
"1077304"	"887166"
"1077304"	"889254"
"1077304"	"950143"
"1077304"	"952593"
"1077304"	"953462"
"1077304"	"1009277"
"1077304"	"1058315"
"1077304"	"1058483"
"1077304"	"1058643"
"1077304"	"1058646"
"1077304"	"1059558"
"1077304"	"1093901"
"1077305"	"620416"
"1077305"	"1059253"
"1077305"	"3003855"
"1077306"	"609867"
"1077306"	"770131"
"1077306"	"848222"
"1077306"	"931016"
"1077306"	"934291"
"1077306"	"950173"
"1077306"	"953256"
"1077306"	"1060384"
"1077306"	"1094435"
"1077306"	"1095028"
"1077307"	"609867"
"1077307"	"611193"
"1077307"	"933071"
"1077307"	"952707"
"1077307"	"1060666"
"1077307"	"1061784"
"1077308"	"522"
"1077308"	"118842"
"1077308"	"558877"
"1077308"	"650522"
"1077308"	"972515"
"1077308"	"1059769"
"1077308"	"1086981"
"1077308"	"1088709"
"1077308"	"1095073"
"1077309"	"210905"
"1077309"	"211877"
"1077309"	"610843"
"1077309"	"611141"
"1077309"	"622416"
"1077309"	"798187"
"1077309"	"930208"
"1077309"	"949983"
"1077309"	"950342"
"1077309"	"950839"
"1077309"	"951313"
"1077309"	"951702"
"1077309"	"951710"
"1077309"	"971959"
"1077309"	"971958"
"1077309"	"1077239"
"1077310"	"211358"
"1077310"	"211664"
"1077310"	"609914"
"1077310"	"614107"
"1077310"	"614323"
"1077310"	"621531"
"1077310"	"621191"
"1077310"	"621940"
"1077310"	"952980"
"1077310"	"1059290"
"1077311"	"210321"
"1077311"	"210426"
"1077311"	"211252"
"1077311"	"544178"
"1077311"	"610554"
"1077311"	"610772"
"1077311"	"611016"
"1077311"	"841269"
"1077311"	"841342"
"1077311"	"971401"
"1077311"	"971445"
"1077311"	"1061282"
"1077311"	"1090150"
"1077312"	"209925"
"1077312"	"210923"
"1077312"	"211092"
"1077312"	"211257"
"1077312"	"268839"
"1077312"	"543849"
"1077312"	"544140"
"1077312"	"592785"
"1077312"	"592914"
"1077312"	"592721"
"1077312"	"609871"
"1077312"	"610435"
"1077312"	"620850"
"1077312"	"622872"
"1077312"	"841355"
"1077312"	"924261"
"1077312"	"972650"
"1077313"	"209865"
"1077313"	"210925"
"1077313"	"210923"
"1077313"	"212076"
"1077313"	"609871"
"1077313"	"622819"
"1077313"	"934063"
"1077313"	"951918"
"1077313"	"1059719"
"1077313"	"1093689"
"1077314"	"62340"
"1077314"	"186358"
"1077314"	"299481"
"1077314"	"598861"
"1077314"	"610265"
"1077314"	"621732"
"1077314"	"971682"
"1077314"	"1118443"
"1077314"	"642318"
"1077315"	"522"
"1077315"	"2487"
"1077315"	"118820"
"1077315"	"210998"
"1077315"	"609764"
"1077315"	"610292"
"1077315"	"610310"
"1077315"	"610603"
"1077315"	"621767"
"1077315"	"622137"
"1077315"	"622339"
"1077315"	"622448"
"1077315"	"622791"
"1077315"	"623038"
"1077315"	"890620"
"1077315"	"932074"
"1077315"	"953287"
"1077315"	"1058319"
"1077316"	"267992"
"1077316"	"268839"
"1077316"	"621818"
"1077316"	"622717"
"1077316"	"622872"
"1077316"	"622875"
"1077316"	"950478"
"1077316"	"951491"
"1077316"	"972886"
"1077317"	"146995"
"1077317"	"598470"
"1077317"	"611156"
"1077317"	"770019"
"1077317"	"771729"
"1077317"	"776121"
"1077317"	"950322"
"1077317"	"951770"
"1077317"	"952929"
"1077317"	"972557"
"1077317"	"1059858"
"1077317"	"1059724"
"1077317"	"3005125"
"1077318"	"522"
"1077318"	"210675"
"1077318"	"299460"
"1077318"	"377071"
"1077318"	"621930"
"1077318"	"641871"
"1077318"	"641880"
"1077318"	"642363"
"1077318"	"643884"
"1077318"	"651188"
"1077318"	"771629"
"1077318"	"775194"
"1077318"	"833184"
"1077318"	"932888"
"1077318"	"950284"
"1077318"	"951628"
"1077318"	"951770"
"1077318"	"1059931"
"1077318"	"1112621"
"1077318"	"1138133"
"1077319"	"611362"
"1077319"	"949707"
"1077320"	""
"1077321"	"209818"
"1077321"	"211542"
"1077321"	"609999"
"1077321"	"610010"
"1077321"	"610206"
"1077321"	"610013"
"1077321"	"613976"
"1077321"	"619848"
"1077321"	"621327"
"1077321"	"621700"
"1077321"	"621696"
"1077321"	"622471"
"1077321"	"622620"
"1077321"	"622913"
"1077321"	"861195"
"1077321"	"949786"
"1077321"	"950818"
"1077321"	"950817"
"1077322"	""
"1077323"	"211642"
"1077323"	"267992"
"1077323"	"592801"
"1077323"	"621936"
"1077323"	"950753"
"1077323"	"3449694"
"1077324"	"557774"
"1077324"	"610707"
"1077324"	"620416"
"1077324"	"621855"
"1077324"	"651101"
"1077324"	"741196"
"1077324"	"836360"
"1077324"	"837219"
"1077324"	"861234"
"1077324"	"1013205"
"1077324"	"1091745"
"1077324"	"1091727"
"1077324"	"1093295"
"1077324"	"3003855"
"1077325"	"118467"
"1077325"	"210560"
"1077325"	"609764"
"1077325"	"610500"
"1077325"	"610662"
"1077325"	"622070"
"1077325"	"951029"
"1077325"	"951134"
"1077325"	"953052"
"1077325"	"971472"
"1077325"	"971514"
"1077325"	"1058940"
"1077325"	"1059461"
"1077326"	"105317"
"1077326"	"118509"
"1077326"	"209901"
"1077326"	"610658"
"1077326"	"610659"
"1077326"	"622051"
"1077326"	"622189"
"1077326"	"769542"
"1077326"	"886937"
"1077326"	"950286"
"1077326"	"951134"
"1077326"	"951886"
"1077326"	"971304"
"1077326"	"1059410"
"1077326"	"1060106"
"1077326"	"1059931"
"1077326"	"1074534"
"1077327"	"2487"
"1077327"	"2526"
"1077327"	"118743"
"1077327"	"146363"
"1077327"	"210612"
"1077327"	"211533"
"1077327"	"610658"
"1077327"	"610637"
"1077327"	"611177"
"1077327"	"950285"
"1077327"	"950286"
"1077327"	"952840"
"1077327"	"953463"
"1077327"	"979595"
"1077327"	"1025708"
"1077327"	"1059410"
"1077327"	"1059931"
"1077327"	"1077282"
"1077328"	"209949"
"1077328"	"609895"
"1077328"	"610764"
"1077328"	"775749"
"1077328"	"803862"
"1077328"	"804006"
"1077328"	"953512"
"1077328"	"994297"
"1077328"	"1059089"
"1077329"	"210848"
"1077329"	"210914"
"1077329"	"211001"
"1077329"	"210998"
"1077329"	"557806"
"1077329"	"609893"
"1077329"	"610947"
"1077329"	"622339"
"1077329"	"622595"
"1077329"	"971307"
"1077329"	"1051698"
"1077329"	"1051892"
"1077330"	"167"
"1077330"	"740758"
"1077330"	"768126"
"1077330"	"848565"
"1077330"	"864660"
"1077330"	"950303"
"1077330"	"952788"
"1077330"	"976804"
"1077330"	"1051974"
"1077330"	"1051850"
"1077330"	"1059017"
"1077330"	"1059596"
"1077330"	"1091229"
"1077330"	"1092165"
"1077330"	"3006777"
"1077331"	"449394"
"1077331"	"847316"
"1077331"	"950852"
"1077331"	"960363"
"1077331"	"1121652"
"1077332"	"609965"
"1077332"	"610439"
"1077332"	"951002"
"1077332"	"950973"
"1077332"	"951557"
"1077332"	"953634"
"1077332"	"960009"
"1077332"	"1011365"
"1077332"	"1013113"
"1077332"	"1058521"
"1077332"	"1061212"
"1077332"	"1078526"
"1077332"	"1141054"
"1077333"	"46533"
"1077333"	"186032"
"1077333"	"209914"
"1077333"	"406774"
"1077333"	"406988"
"1077333"	"621263"
"1077333"	"621371"
"1077333"	"621697"
"1077333"	"621699"
"1077333"	"622955"
"1077333"	"838095"
"1077333"	"949707"
"1077333"	"972129"
"1077333"	"1059808"
"1077334"	"134126"
"1077334"	"282988"
"1077334"	"950198"
"1077334"	"1073561"
"1077334"	"1082735"
"1077335"	"721"
"1077335"	"268630"
"1077335"	"610505"
"1077335"	"611140"
"1077335"	"775749"
"1077335"	"887874"
"1077335"	"951702"
"1077335"	"951886"
"1077335"	"971832"
"1077335"	"972981"
"1077335"	"1060632"
"1077336"	""
"1077337"	"186054"
"1077337"	"211622"
"1077337"	"407879"
"1077337"	"413308"
"1077337"	"413374"
"1077337"	"413338"
"1077337"	"413409"
"1077337"	"499998"
"1077337"	"543900"
"1077337"	"544270"
"1077337"	"544263"
"1077337"	"588450"
"1077337"	"588880"
"1077337"	"588943"
"1077337"	"610508"
"1077337"	"614054"
"1077337"	"614381"
"1077337"	"614529"
"1077337"	"621237"
"1077337"	"622059"
"1077337"	"622431"
"1077337"	"635946"
"1077337"	"841520"
"1077337"	"931766"
"1077337"	"932709"
"1077337"	"950904"
"1077337"	"972811"
"1077338"	"267992"
"1077338"	"268839"
"1077338"	"543999"
"1077338"	"610475"
"1077338"	"610335"
"1077338"	"621818"
"1077338"	"622717"
"1077338"	"622872"
"1077338"	"836280"
"1077338"	"951491"
"1077338"	"988247"
"1077338"	"1122595"
"1077339"	"610876"
"1077339"	"776121"
"1077339"	"951002"
"1077339"	"951557"
"1077339"	"973238"
"1077339"	"1025608"
"1077339"	"1058698"
"1077339"	"1089635"
"1077340"	"185820"
"1077340"	"610251"
"1077340"	"889882"
"1077340"	"930579"
"1077340"	"950590"
"1077340"	"951628"
"1077340"	"1058496"
"1077340"	"1061151"
"1077340"	"1061065"
"1077340"	"1087067"
"1077340"	"1091582"
"1077340"	"1093028"
"1077341"	"610729"
"1077341"	"611122"
"1077341"	"837102"
"1077341"	"838072"
"1077341"	"839133"
"1077341"	"953547"
"1077341"	"1025584"
"1077342"	"209977"
"1077342"	"210741"
"1077342"	"400899"
"1077342"	"621276"
"1077342"	"949530"
"1077342"	"949534"
"1077342"	"949831"
"1077342"	"1122198"
"1077342"	"1289923"
"1077343"	"110676"
"1077343"	"111193"
"1077343"	"111509"
"1077343"	"186090"
"1077343"	"210841"
"1077343"	"472493"
"1077343"	"544808"
"1077343"	"598727"
"1077343"	"610348"
"1077343"	"610683"
"1077343"	"610773"
"1077343"	"611082"
"1077343"	"620559"
"1077343"	"621693"
"1077343"	"642533"
"1077343"	"816672"
"1077343"	"843522"
"1077343"	"949584"
"1077343"	"1118457"
"1077344"	"111198"
"1077344"	"111440"
"1077344"	"209937"
"1077344"	"415954"
"1077344"	"415953"
"1077344"	"481151"
"1077344"	"609881"
"1077344"	"803484"
"1077344"	"803528"
"1077344"	"837511"
"1077344"	"843169"
"1077344"	"951591"
"1077344"	"953043"
"1077344"	"1059461"
"1077344"	"1082808"
"1077345"	"611561"
"1077345"	"611582"
"1077345"	"852950"
"1077345"	"3003855"
"1077346"	"609808"
"1077346"	"609947"
"1077346"	"621366"
"1077346"	"621760"
"1077346"	"770268"
"1077346"	"908294"
"1077346"	"929565"
"1077346"	"950342"
"1077346"	"971430"
"1077346"	"971974"
"1077346"	"979607"
"1077346"	"1058354"
"1077346"	"1058504"
"1077346"	"1059253"
"1077346"	"1059461"
"1077346"	"1059704"
"1077347"	"104433"
"1077347"	"212055"
"1077347"	"212120"
"1077347"	"269066"
"1077347"	"592852"
"1077347"	"610814"
"1077347"	"620908"
"1077347"	"621300"
"1077347"	"621936"
"1077347"	"621825"
"1077347"	"622136"
"1077347"	"626756"
"1077347"	"821813"
"1077347"	"861631"
"1077347"	"861392"
"1077347"	"861765"
"1077347"	"862352"
"1077347"	"861606"
"1077347"	"887483"
"1077347"	"887824"
"1077347"	"931219"
"1077347"	"931227"
"1077347"	"931478"
"1077347"	"951039"
"1077347"	"951574"
"1077347"	"953262"
"1077347"	"971471"
"1077347"	"972217"
"1077347"	"972341"
"1077347"	"972752"
"1077347"	"1013819"
"1077347"	"1060148"
"1077347"	"1060387"
"1077347"	"1093419"
"1077347"	"1095429"
"1077348"	"209974"
"1077348"	"210849"
"1077348"	"211281"
"1077348"	"211515"
"1077348"	"621393"
"1077348"	"622023"
"1077348"	"622205"
"1077348"	"622360"
"1077348"	"622204"
"1077348"	"971908"
"1077348"	"1059341"
"1077349"	"210023"
"1077349"	"209966"
"1077349"	"212038"
"1077349"	"543957"
"1077349"	"610783"
"1077349"	"611542"
"1077349"	"614140"
"1077349"	"776121"
"1077349"	"822613"
"1077349"	"950186"
"1077349"	"1060451"
"1077349"	"1062207"
"1077350"	"186083"
"1077350"	"209968"
"1077350"	"413375"
"1077350"	"413338"
"1077350"	"499998"
"1077350"	"525410"
"1077350"	"543561"
"1077350"	"543628"
"1077350"	"544263"
"1077350"	"588880"
"1077350"	"609906"
"1077350"	"610508"
"1077350"	"611382"
"1077350"	"614070"
"1077350"	"614054"
"1077350"	"614343"
"1077350"	"622433"
"1077350"	"624277"
"1077350"	"636757"
"1077350"	"741067"
"1077350"	"775194"
"1077350"	"818004"
"1077350"	"818011"
"1077350"	"1091327"
"1077350"	"1092606"
"1077350"	"1122693"
"1077350"	"3006037"
"1077351"	"119868"
"1077351"	"211560"
"1077351"	"609748"
"1077351"	"610261"
"1077351"	"621204"
