sep=	
"831559"	"806606"
"831559"	"832189"
"831559"	"1120348"
"831559"	"1124193"
"831559"	"1127415"
"831559"	"1127887"
"831559"	"3002976"
"831559"	"3427872"
"831560"	""
"831561"	"45148"
"831561"	"121960"
"831561"	"237118"
"831561"	"268068"
"831561"	"559533"
"831561"	"881963"
"831561"	"1090730"
"831562"	"121645"
"831562"	"169950"
"831562"	"256496"
"831562"	"769413"
"831562"	"772448"
"831562"	"772446"
"831562"	"772541"
"831562"	"773557"
"831562"	"808869"
"831562"	"911946"
"831562"	"1116944"
"831563"	"121939"
"831563"	"121912"
"831563"	"122006"
"831563"	"174803"
"831563"	"243356"
"831563"	"243493"
"831563"	"245061"
"831563"	"246846"
"831563"	"634540"
"831563"	"795637"
"831563"	"795608"
"831563"	"831550"
"831563"	"831665"
"831563"	"831645"
"831563"	"911905"
"831563"	"1116977"
"831563"	"1120043"
"831564"	"2296"
"831564"	"88194"
"831564"	"90492"
"831564"	"90491"
"831564"	"121614"
"831564"	"121643"
"831564"	"121759"
"831564"	"121767"
"831564"	"174805"
"831564"	"237360"
"831564"	"240793"
"831564"	"611840"
"831564"	"773023"
"831564"	"831539"
"831564"	"831592"
"831564"	"1012632"
"831564"	"1116977"
"831564"	"3010883"
"831565"	""
"831566"	""
"831567"	"121798"
"831567"	"237274"
"831567"	"749297"
"831567"	"831745"
"831567"	"831731"
"831567"	"831671"
"831567"	"1120127"
"831567"	"3004195"
"831568"	""
"831569"	""
"831570"	"88606"
"831570"	"90327"
"831570"	"121805"
"831570"	"122042"
"831570"	"247729"
"831570"	"362699"
"831570"	"363152"
"831570"	"771646"
"831570"	"831601"
"831570"	"831708"
"831570"	"937705"
"831570"	"956471"
"831571"	"121700"
"831571"	"182943"
"831571"	"183203"
"831571"	"183685"
"831571"	"300095"
"831571"	"301052"
"831571"	"769859"
"831571"	"774724"
"831571"	"776177"
"831571"	"806106"
"831571"	"806155"
"831571"	"831733"
"831571"	"832312"
"831571"	"833151"
"831571"	"885648"
"831571"	"1118685"
"831571"	"1129073"
"831571"	"3006710"
"831572"	"62128"
"831572"	"62134"
"831572"	"87449"
"831572"	"87506"
"831572"	"88106"
"831572"	"88516"
"831572"	"88480"
"831572"	"88515"
"831572"	"88802"
"831572"	"121614"
"831572"	"121703"
"831572"	"121732"
"831572"	"121759"
"831572"	"121946"
"831572"	"121934"
"831572"	"121938"
"831572"	"122007"
"831572"	"121767"
"831572"	"122023"
"831572"	"633997"
"831572"	"634068"
"831572"	"771483"
"831572"	"776291"
"831572"	"831590"
"831572"	"913445"
"831572"	"1116977"
"831572"	"1120341"
"831572"	"3010897"
"831572"	"3010875"
"831572"	"3010883"
"831573"	"771674"
"831574"	"87792"
"831574"	"121585"
"831574"	"121615"
"831574"	"121645"
"831574"	"121681"
"831574"	"121910"
"831574"	"121786"
"831574"	"157508"
"831574"	"174741"
"831574"	"174900"
"831574"	"243165"
"831574"	"769468"
"831574"	"831559"
"831574"	"831619"
"831574"	"831740"
"831574"	"831655"
"831574"	"831731"
"831574"	"831684"
"831574"	"1116954"
"831574"	"3004192"
"831575"	""
"831576"	""
"831577"	"5541"
"831577"	"88106"
"831577"	"87938"
"831577"	"121634"
"831577"	"121667"
"831577"	"121748"
"831577"	"121887"
"831577"	"121869"
"831577"	"121986"
"831577"	"770167"
"831577"	"771204"
"831577"	"772470"
"831577"	"927835"
"831577"	"1116889"
"831578"	"121636"
"831578"	"121833"
"831578"	"237261"
"831578"	"831567"
"831578"	"831731"
"831579"	"2147"
"831579"	"2136"
"831579"	"467326"
"831579"	"467281"
"831579"	"467280"
"831579"	"467441"
"831579"	"467585"
"831579"	"467849"
"831579"	"772901"
"831579"	"774742"
"831579"	"937719"
"831579"	"955552"
"831579"	"956279"
"831579"	"956281"
"831580"	""
"831581"	""
"831582"	""
"831583"	""
"831584"	""
"831585"	""
"831586"	""
"831587"	""
"831588"	""
"831589"	""
"831590"	""
"831591"	"121985"
"831591"	"686161"
"831591"	"912379"
"831592"	"121774"
"831592"	"121772"
"831592"	"121815"
"831593"	""
"831594"	"121581"
"831594"	"121616"
"831594"	"121655"
"831594"	"121969"
"831594"	"183681"
"831594"	"237088"
"831594"	"237120"
"831594"	"237278"
"831594"	"237224"
"831594"	"237096"
"831594"	"769649"
"831594"	"769806"
"831594"	"776384"
"831594"	"831552"
"831594"	"831622"
"831594"	"831731"
"831594"	"1088612"
"831594"	"3004192"
"831595"	"749297"
"831595"	"3004192"
"831596"	"174835"
"831596"	"771085"
"831596"	"773273"
"831596"	"776828"
"831596"	"831601"
"831596"	"831731"
"831596"	"831708"
"831596"	"935303"
"831596"	"935978"
"831596"	"1070440"
"831596"	"1120184"
"831596"	"1128737"
"831596"	"1129138"
"831596"	"1129189"
"831596"	"3006349"
"831597"	""
"831598"	"62134"
"831598"	"87449"
"831598"	"88106"
"831598"	"88516"
"831598"	"121607"
"831598"	"121614"
"831598"	"121759"
"831598"	"121938"
"831598"	"121902"
"831598"	"121767"
"831598"	"121945"
"831598"	"237335"
"831598"	"633997"
"831598"	"634107"
"831598"	"634152"
"831598"	"793850"
"831598"	"831558"
"831598"	"831572"
"831598"	"1116931"
"831598"	"1116977"
"831598"	"3010879"
"831599"	""
"831600"	"87492"
"831600"	"88841"
"831600"	"121741"
"831600"	"121833"
"831600"	"121817"
"831600"	"892491"
"831601"	""
"831602"	""
"831603"	""
"831604"	""
"831605"	""
"831606"	"121994"
"831606"	"173194"
"831606"	"174784"
"831606"	"174757"
"831606"	"174860"
"831606"	"200431"
"831606"	"522729"
"831606"	"634374"
"831606"	"659788"
"831606"	"683812"
"831606"	"771510"
"831606"	"773080"
"831606"	"775799"
"831606"	"776592"
"831606"	"807019"
"831606"	"808912"
"831606"	"1116939"
"831606"	"1116977"
"831606"	"1120187"
"831607"	""
"831608"	""
"831609"	"166"
"831609"	"88106"
"831609"	"88482"
"831609"	"88480"
"831609"	"88744"
"831609"	"89760"
"831609"	"90334"
"831609"	"121636"
"831609"	"256905"
"831609"	"459662"
"831609"	"774547"
"831609"	"775880"
"831609"	"831542"
"831609"	"1025247"
"831609"	"1120263"
"831610"	""
"831611"	"88106"
"831611"	"89162"
"831611"	"121882"
"831611"	"121791"
"831611"	"174856"
"831611"	"772245"
"831611"	"955683"
"831611"	"3004192"
"831612"	"82957"
"831612"	"121833"
"831612"	"568216"
"831612"	"570832"
"831612"	"773137"
"831612"	"912486"
"831612"	"957455"
"831613"	"5583"
"831613"	"87386"
"831613"	"87739"
"831613"	"90524"
"831613"	"90523"
"831613"	"256872"
"831613"	"256925"
"831613"	"256968"
"831613"	"634361"
"831613"	"772245"
"831613"	"794163"
"831613"	"831611"
"831613"	"928149"
"831613"	"1047094"
"831613"	"1081601"
"831613"	"1116939"
"831613"	"3004192"
"831613"	"3005528"
"831614"	"5726"
"831614"	"831612"
"831614"	"943398"
"831615"	""
"831616"	""
"831617"	""
"831618"	""
"831619"	""
"831620"	"88190"
"831620"	"88798"
"831620"	"89824"
"831620"	"89423"
"831620"	"90327"
"831620"	"90524"
"831620"	"121678"
"831620"	"121634"
"831620"	"121643"
"831620"	"121861"
"831620"	"121789"
"831620"	"237389"
"831620"	"244546"
"831620"	"248813"
"831620"	"248818"
"831620"	"256961"
"831620"	"256963"
"831620"	"256960"
"831620"	"453354"
"831620"	"459662"
"831620"	"506948"
"831620"	"773021"
"831620"	"773256"
"831620"	"773480"
"831620"	"775863"
"831620"	"892721"
"831620"	"969410"
"831620"	"1117028"
"831620"	"1117014"
"831620"	"1120375"
"831620"	"1289227"
"831621"	"121596"
"831621"	"121738"
"831621"	"121777"
"831621"	"121876"
"831621"	"121960"
"831621"	"237215"
"831621"	"453060"
"831621"	"505713"
"831621"	"506879"
"831621"	"506960"
"831621"	"593341"
"831621"	"642204"
"831621"	"647450"
"831621"	"891703"
"831621"	"1017006"
"831621"	"1118177"
"831621"	"1133696"
"831622"	"142"
"831622"	"121581"
"831622"	"121590"
"831622"	"121616"
"831622"	"121850"
"831622"	"188213"
"831622"	"237128"
"831622"	"237120"
"831622"	"361410"
"831622"	"362829"
"831622"	"771647"
"831622"	"773373"
"831622"	"1116939"
"831622"	"1120127"
"831622"	"1120346"
"831622"	"1120348"
"831622"	"1124281"
"831622"	"1127887"
"831622"	"1129659"
"831622"	"1141941"
"831623"	""
"831624"	""
"831625"	"121833"
"831625"	"121910"
"831625"	"121835"
"831625"	"157332"
"831625"	"172968"
"831625"	"174889"
"831625"	"1120348"
"831625"	"3004192"
"831626"	"88499"
"831626"	"121863"
"831626"	"237228"
"831626"	"237288"
"831626"	"772474"
"831626"	"831567"
"831626"	"3074701"
"831627"	"5614"
"831627"	"5764"
"831627"	"82781"
"831627"	"87739"
"831627"	"88001"
"831627"	"88281"
"831627"	"88763"
"831627"	"89128"
"831627"	"121887"
"831627"	"196446"
"831627"	"711280"
"831627"	"816302"
"831627"	"818176"
"831627"	"831631"
"831627"	"831590"
"831627"	"832671"
"831627"	"927684"
"831627"	"1116949"
"831627"	"1295345"
"831627"	"2895403"
"831627"	"2997354"
"831627"	"3004192"
"831628"	"121717"
"831628"	"121827"
"831628"	"122085"
"831628"	"532431"
"831628"	"771670"
"831628"	"772693"
"831628"	"774710"
"831628"	"776310"
"831628"	"822162"
"831628"	"831612"
"831628"	"831725"
"831628"	"1064964"
"831628"	"1065063"
"831628"	"1120159"
"831629"	"5601"
"831629"	"90052"
"831629"	"90554"
"831629"	"104244"
"831629"	"104236"
"831629"	"256956"
"831629"	"776384"
"831629"	"912648"
"831629"	"927684"
"831629"	"1116920"
"831629"	"1120348"
"831630"	""
"831631"	"5597"
"831631"	"87460"
"831631"	"88001"
"831631"	"88281"
"831631"	"90554"
"831631"	"121949"
"831631"	"121835"
"831631"	"256956"
"831631"	"459681"
"831631"	"831629"
"831631"	"1047436"
"831631"	"3004192"
"831632"	""
"831633"	"467545"
"831633"	"774710"
"831633"	"831640"
"831634"	"121645"
"831634"	"121730"
"831634"	"121910"
"831634"	"590269"
"831634"	"770376"
"831634"	"770695"
"831634"	"831636"
"831634"	"831535"
"831634"	"927754"
"831635"	""
"831636"	"121595"
"831636"	"121583"
"831636"	"121890"
"831636"	"121917"
"831636"	"121835"
"831636"	"121927"
"831636"	"174742"
"831636"	"174767"
"831636"	"770695"
"831636"	"773270"
"831636"	"773557"
"831636"	"773556"
"831636"	"776384"
"831636"	"806605"
"831636"	"831685"
"831636"	"1103379"
"831636"	"1103377"
"831636"	"1120135"
"831637"	""
"831638"	"90290"
"831638"	"90820"
"831638"	"121891"
"831638"	"121893"
"831638"	"243356"
"831638"	"247518"
"831638"	"947993"
"831639"	""
"831640"	""
"831641"	""
"831642"	""
"831643"	""
"831644"	""
"831645"	"60977"
"831645"	"88087"
"831645"	"121773"
"831645"	"121835"
"831645"	"122007"
"831645"	"121945"
"831645"	"174831"
"831645"	"174858"
"831645"	"174807"
"831645"	"174851"
"831645"	"831665"
"831645"	"831724"
"831645"	"831563"
"831645"	"831540"
"831645"	"1120341"
"831645"	"3010914"
"831646"	""
"831647"	"5525"
"831647"	"74321"
"831647"	"89791"
"831647"	"121806"
"831647"	"121966"
"831647"	"121994"
"831647"	"121791"
"831647"	"121927"
"831647"	"121792"
"831647"	"174790"
"831647"	"237102"
"831647"	"237098"
"831647"	"1103379"
"831647"	"1120049"
"831647"	"1120135"
"831647"	"3004192"
"831647"	"3010912"
"831648"	""
"831649"	""
"831650"	""
"831651"	""
"831652"	""
"831653"	""
"831654"	"2619"
"831654"	"88802"
"831654"	"88670"
"831654"	"121663"
"831654"	"121970"
"831654"	"121975"
"831654"	"240541"
"831654"	"384482"
"831654"	"634295"
"831654"	"746922"
"831654"	"912999"
"831654"	"913445"
"831654"	"979746"
"831654"	"3003005"
"831654"	"3010925"
"831654"	"3010875"
"831655"	"246928"
"831655"	"383856"
"831655"	"383779"
"831655"	"383766"
"831655"	"806605"
"831656"	""
"831657"	""
"831658"	"88263"
"831658"	"88984"
"831658"	"89328"
"831658"	"174767"
"831658"	"773976"
"831658"	"936910"
"831658"	"3010826"
"831659"	"87944"
"831659"	"88271"
"831659"	"90035"
"831659"	"89993"
"831659"	"90216"
"831659"	"90409"
"831659"	"90703"
"831659"	"121703"
"831659"	"121798"
"831659"	"121914"
"831659"	"235837"
"831659"	"256905"
"831659"	"634080"
"831659"	"634325"
"831659"	"913445"
"831659"	"1116940"
"831659"	"1116996"
"831660"	"121798"
"831660"	"772442"
"831660"	"773535"
"831660"	"831567"
"831660"	"831578"
"831660"	"831745"
"831660"	"833082"
"831660"	"1008962"
"831660"	"1120127"
"831660"	"3004603"
"831661"	"62270"
"831661"	"88803"
"831661"	"121914"
"831661"	"634080"
"831661"	"831712"
"831661"	"912494"
"831661"	"912947"
"831661"	"1116907"
"831662"	""
"831663"	"88622"
"831663"	"90775"
"831663"	"121785"
"831663"	"151785"
"831663"	"805809"
"831663"	"831761"
"831663"	"927889"
"831664"	""
"831665"	"246197"
"831665"	"296860"
"831665"	"647940"
"831665"	"647939"
"831665"	"1066576"
"831665"	"1120334"
"831666"	"121614"
"831666"	"121767"
"831666"	"659920"
"831666"	"807007"
"831666"	"807867"
"831666"	"927889"
"831666"	"2971735"
"831667"	""
"831668"	""
"831669"	"88200"
"831669"	"121614"
"831669"	"121805"
"831669"	"831592"
"831669"	"831677"
"831669"	"1116940"
"831669"	"1116949"
"831669"	"1116974"
"831669"	"3010927"
"831670"	""
"831671"	""
"831672"	""
"831673"	""
"831674"	""
"831675"	""
"831676"	""
"831677"	"87449"
"831677"	"87501"
"831677"	"87499"
"831677"	"121614"
"831677"	"121759"
"831677"	"121835"
"831677"	"121971"
"831677"	"121969"
"831677"	"174805"
"831677"	"237102"
"831677"	"248138"
"831677"	"405446"
"831677"	"405768"
"831677"	"650824"
"831677"	"749297"
"831677"	"776291"
"831677"	"831560"
"831677"	"831731"
"831677"	"832832"
"831677"	"1120135"
"831677"	"1120267"
"831677"	"1289077"
"831677"	"3010879"
"831678"	"88180"
"831678"	"121839"
"831678"	"121822"
"831678"	"121820"
"831678"	"121956"
"831678"	"169988"
"831678"	"169983"
"831678"	"173244"
"831678"	"771483"
"831678"	"772446"
"831678"	"776291"
"831678"	"913445"
"831678"	"1120210"
"831678"	"1120222"
"831678"	"1120263"
"831678"	"3010814"
"831678"	"3074639"
"831679"	""
"831680"	""
"831681"	""
"831682"	""
"831683"	""
"831684"	"770376"
"831684"	"912494"
"831685"	""
"831686"	""
"831687"	"121595"
"831687"	"121760"
"831687"	"772474"
"831687"	"831746"
"831687"	"1120246"
"831687"	"1120066"
"831688"	"88318"
"831688"	"88964"
"831688"	"89553"
"831688"	"775622"
"831688"	"776384"
"831688"	"807156"
"831688"	"927663"
"831688"	"3010906"
"831689"	"87343"
"831689"	"121684"
"831689"	"121927"
"831689"	"121907"
"831689"	"831699"
"831689"	"831690"
"831689"	"1103379"
"831690"	"88670"
"831690"	"121791"
"831690"	"121927"
"831690"	"121907"
"831690"	"502076"
"831690"	"502939"
"831690"	"770167"
"831690"	"831542"
"831690"	"1103379"
"831690"	"1120179"
"831691"	""
"831692"	"20517"
"831692"	"87604"
"831692"	"88106"
"831692"	"88516"
"831692"	"88263"
"831692"	"88486"
"831692"	"88749"
"831692"	"89602"
"831692"	"90182"
"831692"	"90492"
"831692"	"90491"
"831692"	"90494"
"831692"	"90670"
"831692"	"90910"
"831692"	"121614"
"831692"	"121634"
"831692"	"121743"
"831692"	"121663"
"831692"	"121871"
"831692"	"121756"
"831692"	"121860"
"831692"	"121752"
"831692"	"121887"
"831692"	"121785"
"831692"	"121968"
"831692"	"122008"
"831692"	"121805"
"831692"	"770167"
"831692"	"774053"
"831692"	"831694"
"831692"	"831693"
"831692"	"913594"
"831692"	"913593"
"831692"	"3010840"
"831692"	"3010876"
"831693"	""
"831694"	""
"831695"	""
"831696"	"88802"
"831696"	"121788"
"831696"	"121764"
"831696"	"121820"
"831696"	"121826"
"831696"	"121893"
"831696"	"772474"
"831696"	"773372"
"831696"	"775064"
"831696"	"1116897"
"831696"	"1120094"
"831696"	"1120263"
"831696"	"1120153"
"831696"	"3074650"
"831696"	"3495819"
"831696"	"3495824"
"831697"	"87449"
"831697"	"121614"
"831697"	"247518"
"831697"	"772474"
"831697"	"831550"
"831697"	"831746"
"831697"	"831645"
"831698"	""
"831699"	"121870"
"831699"	"121907"
"831699"	"502076"
"831700"	""
"831701"	""
"831702"	"831616"
"831702"	"3004192"
"831703"	""
"831704"	""
"831705"	""
"831706"	""
"831707"	""
"831708"	""
"831709"	""
"831710"	""
"831711"	"87604"
"831711"	"88381"
"831711"	"88749"
"831711"	"88641"
"831711"	"121646"
"831711"	"121633"
"831711"	"121691"
"831711"	"121693"
"831711"	"121815"
"831711"	"121925"
"831711"	"121850"
"831711"	"121987"
"831711"	"237250"
"831711"	"770167"
"831711"	"831701"
"831711"	"911905"
"831711"	"935649"
"831711"	"936780"
"831711"	"936910"
"831711"	"937015"
"831711"	"1120195"
"831711"	"1121978"
"831712"	"760962"
"831712"	"805951"
"831712"	"806606"
"831713"	""
"831714"	"2301"
"831714"	"122042"
"831714"	"362189"
"831714"	"435269"
"831714"	"816759"
"831714"	"831731"
"831714"	"1070798"
"831714"	"1120094"
"831714"	"1120135"
"831714"	"362157"
"831715"	""
"831716"	""
"831717"	""
"831718"	""
"831719"	""
"831720"	"89710"
"831720"	"237362"
"831720"	"243628"
"831720"	"244428"
"831720"	"247185"
"831720"	"369562"
"831721"	"121850"
"831721"	"188025"
"831721"	"361992"
"831721"	"362765"
"831721"	"362827"
"831721"	"435154"
"831721"	"771086"
"831721"	"805809"
"831721"	"831560"
"831721"	"1113245"
"831721"	"1129453"
"831721"	"3004192"
"831722"	"88796"
"831722"	"89760"
"831722"	"121614"
"831722"	"831542"
"831723"	"76822"
"831723"	"831570"
"831723"	"244632"
"831723"	"1070798"
"831723"	"1070977"
"831723"	"1124290"
"831723"	"61149"
"831723"	"831714"
"831723"	"237289"
"831723"	"90639"
"831724"	"121895"
"831724"	"121893"
"831724"	"169988"
"831724"	"174867"
"831724"	"795189"
"831724"	"831563"
"831724"	"1066740"
"831725"	"121833"
"831725"	"121808"
"831725"	"771483"
"831725"	"774225"
"831725"	"831701"
"831725"	"831616"
"831725"	"1120127"
"831725"	"1120180"
"831725"	"1120135"
"831726"	""
"831727"	""
"831728"	""
"831729"	""
"831730"	""
"831731"	""
"831732"	"121583"
"831732"	"121802"
"831732"	"806606"
"831732"	"831560"
"831732"	"831731"
"831732"	"937966"
"831732"	"1120135"
"831732"	"1120153"
"831732"	"3004192"
"831733"	""
"831734"	""
"831735"	""
"831736"	""
"831737"	""
"831738"	""
"831739"	""
"831740"	"174900"
"831740"	"247750"
"831740"	"955962"
"831741"	"88802"
"831741"	"88670"
"831741"	"121636"
"831741"	"121740"
"831741"	"121663"
"831741"	"121871"
"831741"	"121970"
"831741"	"240541"
"831741"	"634295"
"831741"	"831654"
"831741"	"912999"
"831741"	"913445"
"831741"	"913546"
"831741"	"3010925"
"831741"	"3010875"
"831742"	""
"831743"	""
"831744"	""
"831745"	""
"831746"	"87449"
"831746"	"121595"
"831746"	"121698"
"831746"	"121693"
"831746"	"121773"
"831746"	"121891"
"831746"	"121893"
"831746"	"772474"
"831746"	"3010887"
"831747"	"121652"
"831747"	"121681"
"831747"	"121946"
"831747"	"121994"
"831747"	"174784"
"831747"	"174757"
"831747"	"174788"
"831747"	"237206"
"831747"	"237225"
"831747"	"237372"
"831747"	"659577"
"831747"	"808899"
"831747"	"831759"
"831747"	"831748"
"831747"	"3003125"
"831747"	"3010912"
"831748"	""
"831749"	"121681"
"831749"	"770167"
"831749"	"773348"
"831749"	"776515"
"831749"	"831567"
"831749"	"1116898"
"831750"	""
"831751"	""
"831752"	""
"831753"	""
"831754"	""
"831755"	"88365"
"831755"	"88498"
"831755"	"89602"
"831755"	"89940"
"831755"	"90055"
"831755"	"90026"
"831755"	"90391"
"831755"	"90409"
"831755"	"90663"
"831755"	"121701"
"831755"	"121676"
"831755"	"121779"
"831755"	"121806"
"831755"	"121848"
"831755"	"121812"
"831755"	"121878"
"831755"	"121651"
"831755"	"121994"
"831755"	"121959"
"831755"	"122004"
"831755"	"136938"
"831755"	"157332"
"831755"	"237308"
"831755"	"269925"
"831755"	"589184"
"831755"	"686474"
"831755"	"771915"
"831755"	"772473"
"831755"	"775622"
"831755"	"831619"
"831755"	"831658"
"831755"	"831699"
"831755"	"831701"
"831755"	"912981"
"831755"	"913287"
"831755"	"936910"
"831755"	"1120013"
"831755"	"3004192"
"831755"	"3006714"
"831755"	"3006245"
"831755"	"3010912"
"831755"	"3074685"
"831755"	"3285342"
"831755"	"3285379"
"831756"	""
"831757"	"51561"
"831757"	"87496"
"831757"	"88157"
"831757"	"88971"
"831757"	"89555"
"831757"	"90775"
"831757"	"121834"
"831757"	"121804"
"831757"	"121655"
"831757"	"121891"
"831757"	"121755"
"831757"	"121876"
"831757"	"237141"
"831757"	"237139"
"831757"	"503058"
"831757"	"512761"
"831757"	"512846"
"831757"	"588547"
"831757"	"598576"
"831757"	"773619"
"831757"	"927556"
"831757"	"1117008"
"831757"	"1123640"
"831758"	""
"831759"	"88180"
"831759"	"121839"
"831759"	"121822"
"831759"	"121820"
"831759"	"121956"
"831759"	"169988"
"831759"	"169983"
"831759"	"173244"
"831759"	"771483"
"831759"	"772446"
"831759"	"776291"
"831759"	"913445"
"831759"	"1120210"
"831759"	"1120222"
"831759"	"1120263"
"831759"	"3010814"
"831759"	"3074639"
"831760"	""
"831761"	"88381"
"831761"	"88180"
"831761"	"89667"
"831761"	"89760"
"831761"	"90774"
"831761"	"121684"
"831761"	"121776"
"831761"	"121693"
"831761"	"121798"
"831761"	"121845"
"831761"	"121925"
"831761"	"121890"
"831761"	"121835"
"831761"	"121927"
"831761"	"502601"
"831761"	"771085"
"831761"	"773480"
"831761"	"805951"
"831761"	"831731"
"831761"	"913445"
"831761"	"913594"
"831761"	"1103379"
"831761"	"1117029"
"831761"	"3005528"
"831761"	"3010834"
"831761"	"3010814"
"831762"	""
"831763"	"237096"
"831763"	"831567"
"831763"	"831731"
"831763"	"3004192"
"831764"	"87385"
"831764"	"89336"
"831764"	"90510"
"831764"	"121743"
"831764"	"121887"
"831764"	"121847"
"831764"	"237391"
"831764"	"256994"
"831764"	"405690"
"831764"	"634393"
"831764"	"818187"
"831764"	"818181"
"831764"	"831542"
"831764"	"1047335"
"831765"	"89"
"831765"	"89753"
"831765"	"90243"
"831765"	"121624"
"831765"	"121639"
"831765"	"121602"
"831765"	"121584"
"831765"	"121732"
"831765"	"121676"
"831765"	"121621"
"831765"	"121899"
"831765"	"121784"
"831765"	"121839"
"831765"	"121875"
"831765"	"121946"
"831765"	"121916"
"831765"	"121966"
"831765"	"121895"
"831765"	"121876"
"831765"	"121958"
"831765"	"121960"
"831765"	"122044"
"831765"	"121792"
"831765"	"179837"
"831765"	"237102"
"831765"	"237114"
"831765"	"237113"
"831765"	"361876"
"831765"	"363227"
"831765"	"598576"
"831765"	"613377"
"831765"	"634104"
"831765"	"634192"
"831765"	"771483"
"831765"	"831606"
"831765"	"831572"
"831765"	"831697"
"831765"	"894045"
"831765"	"1116895"
"831765"	"1116946"
"831765"	"1117523"
"831765"	"1116977"
"831765"	"1120341"
"831765"	"1125409"
"831766"	"121614"
"831766"	"820124"
"831766"	"831714"
"831766"	"831723"
"831766"	"831731"
"831767"	""
"831768"	""
"831769"	"80305"
"831769"	"80304"
"831769"	"90284"
"831769"	"121682"
"831769"	"121787"
"831769"	"121987"
"831769"	"831745"
"831769"	"1047094"
"831769"	"1097944"
"831769"	"1116940"
"831770"	"121667"
"831770"	"121910"
"831770"	"532421"
