sep=	
1037536	Matching clinical and biological needs with emerging imaging technologies.	Michael W. Vannier,E. V. Staab,Laurence P. Clarke		Proceedings of the IEEE
1037537	Noninvasive assessment of bone architecture by magnetic resonance micro-imaging-based virtual bone biopsy.	Felix W. Wehrli,Punam K. Saha,Byron R. Gomberg,Hee Kwon Song		Proceedings of the IEEE
1037538	Model-based programming of intelligent embedded systems and robotic space explorers.	Brian C. Williams,Michel D. Ingham,S. H. Chung,P. H. Elliott		Proceedings of the IEEE
1037539	Memory system optimization of embedded software.	Wayne Wolf,Mahmut T. Kandemir		Proceedings of the IEEE
1037540	Broadcast Delivery.	J. Wong		Proceedings of the IEEE
1037541	The introduction of automatic telephone service in Madrid.	A. Perez Yuste,M. Salazar Palma		Proceedings of the IEEE
1037542	Physics-based encapsulation in embedded software for distributed sensing and control applications.	Feng Zhao,Christopher Bailey-Kellogg,Markus P. J. Fromherz		Proceedings of the IEEE
1037543	Overview of methods for image reconstruction from projections in emission computed tomography.	Robert M. Lewitt,Samuel Matej		Proceedings of the IEEE
1037544	Dynamic X-ray computed tomography.	Stéphane Bonnet,A. Koenig,Sébastien Roux,P. Hugonnard,Régis Guillemaud,Pierre Grangeat		Proceedings of the IEEE
1037545	Estimating motion from MRI data.	Cengizhan Ozturk,John A. Derbyshire,Elliot R. McVeigh		Proceedings of the IEEE
3150996	Peer-to-Peer Media Streaming: Insights and New Developments.	Zhijie Shen,Jun Luo,Roger Zimmermann,Athanasios V. Vasilakos		Proceedings of the IEEE
3150994	Future E-Enabled Aircraft Communications and Security: The Next 20 Years and Beyond.	Krishna Sampigethaya,Radha Poovendran,Sudhakar Shetty,Terry Davis,Chuck Royalty		Proceedings of the IEEE
3150997	Peer-to-Peer Media Streaming: Insights and New Developments.	Jim Esch		Proceedings of the IEEE
3150979	The Future of Satellite TV: The Wide Range of Applications of the DVB-S2 Standard and Perspectives.	Vittoria Mignone,Maria Angeles Vázquez-Castro,Thomas Stockhammer		Proceedings of the IEEE
3150986	Applications, Architectures, and Protocol Design Issues for Mobile Social Networks: A Survey.	Howard Falk		Proceedings of the IEEE
3151001	1945-2010: 65 Years of Satellite History From Early Visions to Latest Missions.	Barry G. Evans,Paul T. Thompson,Giovanni Emanuele Corazza,Alessandro Vanelli-Coralli,Enzo Alberto Candreva		Proceedings of the IEEE
3150992	Satellite Radiolocalization From GPS to GNSS and Beyond: Novel Technologies and Applications for Civil Mass Market.	Carles Fernández-Prades,Letizia Lo Presti,Emanuela Falletti		Proceedings of the IEEE
3150987	The protection of information in computer systems.	Jerome H. Saltzer,Michael D. Schroeder		Proceedings of the IEEE
3150978	Aerospace Communications for Emergency Applications.	Matteo Berioli,Antonella Molinaro,Simone Morosi,Sandro Scalise		Proceedings of the IEEE
3150981	Load Balancing and QoS Provisioning Based on Congestion Prediction for GEO/LEO Hybrid Satellite Networks.	Hiroki Nishiyama,Daigo Kudoh,Nei Kato,Naoto Kadowaki		Proceedings of the IEEE
3150984	The Importance of the New Developments in Antennas for Wireless Communications.	Kwai-Man Luk		Proceedings of the IEEE
3150989	Reviewing a Century of Electrical Engineering Progress: Approaching 100 Years of Publication.	Robert Trew,Jim Calder		Proceedings of the IEEE
3150995	Electric Field-Shaping Microdevices for Manipulation of Collections of Microscale Objects.	Richard O'Donnell		Proceedings of the IEEE
3150988	Scanning the Issue.	Jim Calder		Proceedings of the IEEE
3150998	The Origins of Behn's "International System".	Antonio Pérez Yuste		Proceedings of the IEEE
3150983	Design of Flower Constellations for Telecommunication Services.	Daniele Mortari,Mauro De Sanctis,Marco Lucente		Proceedings of the IEEE
3150985	Delay- and Disruption-Tolerant Networking (DTN): An Alternative Solution for Future Satellite Networking Applications.	Carlo Caini,Haitham S. Cruickshank,Stephen Farrell,Mario Marchese		Proceedings of the IEEE
3151003	Quantum Energy for Space.	Luke Burgess,Grant Bergstue,Richard Fork		Proceedings of the IEEE
3150993	The Role of High-Altitude Platforms (HAPs) in the Global Wireless Connectivity.	Abbas Mohammed,Asad Mehmood,Fotini-Niovi Pavlidou,Mihael Mohorcic		Proceedings of the IEEE
3150990	Reliability Options for Data Communications in the Future Deep-Space Missions.	Tomaso de Cola,Enrico Paolini,Gianluigi Liva,Gian Paolo Calzolari		Proceedings of the IEEE
3150991	Aerospace Communications and Networking in the Next Two Decades: Current Trends and Future Perspectives [Scanning the Issue].	Claudio Sacchi,Abbas Jamalipour,Marina Ruggieri		Proceedings of the IEEE
3150980	Energy Efficiency and Satellite Networking: A Holistic Overview.	Fatih Alagöz,Gürkan Gür		Proceedings of the IEEE
3151000	Deep-Space Optical Communications: Future Perspectives and Applications.	Hamid Hemmati,Abhijit Biswas,Ivan B. Djordjevic		Proceedings of the IEEE
3150999	Electric Field-Shaping Microdevices for Manipulation of Collections of Microscale Objects.	Konstantinos Varsos,Jonathan E. Luntz,Michael Welsh,Kamal Sarabandi		Proceedings of the IEEE
3150982	EHF for Satellite Communications: The New Broadband Frontier.	Ernestina Cianca,Tommaso Rossi,Asher Yahalom,Yosef Pinhasi,John R. Farserotu,Claudio Sacchi		Proceedings of the IEEE
3151002	Applications, Architectures, and Protocol Design Issues for Mobile Social Networks: A Survey.	Nipendra Kayastha,Dusit Niyato,Ping Wang,Ekram Hossain		Proceedings of the IEEE
3262771	Challenges and Research Directions in Medical Cyber-Physical Systems.	Insup Lee,Oleg Sokolsky,Sanjian Chen,John Hatcliff,Eunkyoung Jee,BaekGyu Kim,Andrew L. King,Margaret Mullen-Fortino,Soojin Park,Alex Roederer,Krishna K. Venkatasubramanian		Proceedings of the IEEE
3262762	Electricity Powering Combustion: Hydrogen Engines.	Sebastian Verhelst,Thomas Wallner,Helmut Eichlseder,Kaname Naganuma,Falk Gerbig,Brad Boyer,Shiro Tanno		Proceedings of the IEEE
3262734	Body Sensor Networks: A Holistic Approach From Silicon to Users.	Benton H. Calhoun,John Lach,John A. Stankovic,David D. Wentzloff,Kamin Whitehouse,Adam T. Barth,Jonathan K. Brown,Qiang Li,Seunghyun Oh,Nathan E. Roberts,Yanqing Zhang		Proceedings of the IEEE
3262747	Review of Solar Thermal Storage Techniques and Associated Heat Transfer Technologies.	Luisa F. Cabeza,Cristian Sole,Albert Castell,Eduard Oro,Antoni Gil		Proceedings of the IEEE
3262736	How Thermal Energy Storage Enhances the Economic Viability of Concentrating Solar Power.	Seyed Hossein Madaeni,Ramteen Sioshansi,Paul Denholm		Proceedings of the IEEE
3262770	A Mining Technique Using $N$ n-Grams and Motion Transcripts for Body Sensor Network Data Repository.	Vitali Loseu,Hassan Ghasemzadeh,Roozbeh Jafari		Proceedings of the IEEE
3262740	Distributed Real-Time Software for Cyber-Physical Systems.	John C. Eidson,Edward A. Lee,Slobodan Matic,Sanjit A. Seshia,Jia Zou		Proceedings of the IEEE
3262763	The Potential of Intermittent Renewables to Meet Electric Power Demand: Current Methods and Emerging Analytical Techniques.	Elaine K. Hart,Eric D. Stoutenburg,Mark Z. Jacobson		Proceedings of the IEEE
3262751	Hydrogen Production From Water Electrolysis: Current Status and Future Trends.	Alfredo Ursua,Luis M. Gandia,Pablo Sanchis		Proceedings of the IEEE
3262765	A Cyber-Physical Systems Approach to Data Center Modeling and Control for Energy Efficiency.	Luca Parolini,Bruno Sinopoli,Bruce H. Krogh,Zhikui Wang		Proceedings of the IEEE
3262750	Toward a Science of Cyber-Physical System Integration.	Janos Sztipanovits,Xenofon D. Koutsoukos,Gabor Karsai,Nicholas Kottenstette,Panos J. Antsaklis,Vijay Gupta,Bill Goodwine,John S. Baras,Shige Wang		Proceedings of the IEEE
3262737	A Hierarchical Flight Planning Framework for Air Traffic Management.	Wei Zhang,Maryam Kamgarpour,Dengfeng Sun,Claire J. Tomlin		Proceedings of the IEEE
3262760	The Future of Renewables Linked by a Transnational Asian Grid.	Stewart Taggart,Geoffrey James,ZhaoYang Dong,Christopher Russell		Proceedings of the IEEE
3262741	The History, Present State, and Future Prospects of Underground Pumped Hydro for Massive Energy Storage.	William F. Pickard		Proceedings of the IEEE
3262738	Concept and Development of a Pumped Heat Electricity Storage Device.	Jonathan Howes		Proceedings of the IEEE
3262742	A Hybrid System Approach to the Analysis and Design of Power Grid Dynamic Performance.	Yoshihiko Susuki,T. John Koo,Hiroaki Ebina,Takuya Yamazaki,Takashi Ochi,Takuji Uemura,Takashi Hikihara		Proceedings of the IEEE
3262749	A Review of Ammonia-Based Thermochemical Energy Storage for Concentrating Solar Power.	Rebecca Dunn,Keith Lovegrove,Greg Burgess		Proceedings of the IEEE
3262758	Robust Control for Mobility and Wireless Communication in Cyber-Physical Systems With Application to Robot Teams.	Jonathan Fink,Alejandro Ribeiro,Vijay Kumar		Proceedings of the IEEE
3262764	Addressing the Intermittency Challenge: Massive Energy Storage in a Sustainable Future [Scanning the Issue].	William F. Pickard,Derek Abbott		Proceedings of the IEEE
3262739	Geotechnical Issues in the Creation of Underground Reservoirs for Massive Energy Storage.	Nasim Uddin		Proceedings of the IEEE
3262767	A Thermodynamic Analysis of Multistage Adiabatic CAES.	Giuseppe Grazzini,Adriano Milazzo		Proceedings of the IEEE
3262761	Marine Energy: The Key for the Development of Sustainable Energy Supply.	Xiao-Ping Zhang		Proceedings of the IEEE
3262743	Special Issue on Cyber-Physical Systems [Scanning the Issue].	Radha Poovendran,Krishna Sampigethaya,Sandeep K. S. Gupta,Insup Lee,K. Venkatesh Prasad,David Corman,James L. Paunicka		Proceedings of the IEEE
3262748	Toward Continuous State-Space Regulation of Coupled Cyber-Physical Systems.	Justin M. Bradley,Ella M. Atkins		Proceedings of the IEEE
3262759	Cyber-Physical Modeling of Implantable Cardiac Medical Devices.	Zhihao Jiang,Miroslav Pajic,Rahul Mangharam		Proceedings of the IEEE
3262766	Distributed Coordination of Internet Data Centers Under Multiregional Electricity Markets.	Lei Rao,Xue Liu,Marija D. Ilic,Jie Liu		Proceedings of the IEEE
3262733	Modeling Cyber-Physical Systems.	Patricia Derler,Edward A. Lee,Alberto L. Sangiovanni-Vincentelli		Proceedings of the IEEE
3262755	Molten-Salt Power Towers: Newly Commercial Concentrating Solar Storage.	Rebecca I. Dunn,Patrick J. Hearps,Matthew N. Wright		Proceedings of the IEEE
3262744	Energy Storage via Carbon-Neutral Fuels Made From CO $_{2}$, Water, and Renewable Energy.	Richard J. Pearson,Matthew D. Eisaman,James W. G. Turner,Peter P. Edwards,Zheng Jiang,Vladimir L. Kuznetsov,Karl A. Littau,Leon di Marco,S. R. Gordon Taylor		Proceedings of the IEEE
3262772	Real-Time Feedback-Controlled Robotic Fish for Behavioral Experiments With Fish Schools.	Daniel T. Swain,Iain D. Couzin,Naomi Ehrich Leonard		Proceedings of the IEEE
3262756	High-Temperature Solid-Media Thermal Energy Storage for Solar Thermal Power Plants.	Doerte Laing,Carsten Bahl,Thomas Bauer,Michael Fiss,Nils Breidenbach,Matthias Hempel		Proceedings of the IEEE
3262769	Cyber-Physical System Security for the Electric Power Grid.	Siddharth Sridhar,Adam Hahn,Manimaran Govindarasu		Proceedings of the IEEE
3262745	Energy Storage & the Grid - From Characteristics to Impact [Point of View].	Avi M. Gopstein		Proceedings of the IEEE
3262754	Seasonal Energy Storage in a Renewable Energy System.	Alvin O. Converse		Proceedings of the IEEE
3262752	Powering a Ventricular Assist Device (VAD) With the Free-Range Resonant Electrical Energy Delivery (FREE-D) System.	Benjamin H. Waters,Alanson P. Sample,Pramod Bonde,Joshua R. Smith		Proceedings of the IEEE
3262757	Concentrating Solar Thermal Heat Storage Using Metal Hydrides.	David N. Harries,Mark Paskevicius,Drew A. Sheppard,Tobias Edward Cameron Price,Craig E. Buckley		Proceedings of the IEEE
3262746	Cyber-Physical Security of a Smart Grid Infrastructure.	Yilin Mo,Tiffany Hyun-Jin Kim,Kenneth Brancik,Dona Dickinson,Heejo Lee,Adrian Perrig,Bruno Sinopoli		Proceedings of the IEEE
3262768	Reducing Transient and Steady State Electricity Consumption in HVAC Using Learning-Based Model-Predictive Control.	Anil Aswani,Neal Master,Jay Taneja,David E. Culler,Claire Tomlin		Proceedings of the IEEE
3262735	State of the Art in Ultrahigh-Voltage Transmission.	Thomas James Hammons,Victor F. Lescale,Karl Uecker,Marcus Haeusler,Dietmar Retzmann,Konstantin Staschus,Sébastien Lepy		Proceedings of the IEEE
3262753	Ensuring Safety, Security, and Sustainability of Mission-Critical Cyber-Physical Systems.	Ayan Banerjee,Krishna K. Venkatasubramanian,Tridib Mukherjee,Sandeep K. S. Gupta		Proceedings of the IEEE
3318800	A Decision Task in a Social Context: Human Experiments, Models, and Analyses of Behavioral Data.	Andrea Nedic,Damon Tomlin,Philip Holmes,Deborah A. Prentice,Jonathan D. Cohen		Proceedings of the IEEE
3318799	The Impact of Human-Automation Collaboration in Decentralized Multiple Unmanned Vehicle Control.	M. L. Cummings,Jonathan P. How,Andrew Whitten,Olivier Toupet		Proceedings of the IEEE
3318791	Towards Human-Robot Teams: Model-Based Analysis of Human Decision Making in Two-Alternative Choice Tasks With Social Feedback.	Andrew Reed Stewart,Ming Cao,Andrea Nedic,Damon Tomlin,Naomi Ehrich Leonard		Proceedings of the IEEE
3318789	Proceedings of the IEEE Through 100 Years: 1920-1929.			Proceedings of the IEEE
3318798	Human-Oriented Control for Haptic Teleoperation.	Sandra Hirche,Martin Buss		Proceedings of the IEEE
3318792	Moral Decision Making in Autonomous Systems: Enforcement, Moral Emotions, Dignity, Trust, and Deception.	Ronald C. Arkin,Patrick Ulam,Alan R. Wagner		Proceedings of the IEEE
3318790	The Research University of the Future.	Robert M. Nerem		Proceedings of the IEEE
3318797	Corrections to "Hydrogen Production From Water Electrolysis: Current Status and Future Trends".	Alfredo Ursua,Luis M. Gandia,Pablo Sanchis		Proceedings of the IEEE
3318788	Accuracy and Decision Time for Sequential Decision Aggregation.	Sandra H. Dandach,Ruggero Carli,Francesco Bullo		Proceedings of the IEEE
3318803	Interaction Dynamics: The Interface of Humans and Smart Machines.	John Baillieul,Naomi Ehrich Leonard,Kristi A. Morgansen		Proceedings of the IEEE
3318796	A Dynamical Queue Approach to Intelligent Task Management for Human Operators.	Ketan Savla,Emilio Frazzoli		Proceedings of the IEEE
3318793	Building and Verifying a Predictive Model of Interruption Resumption.	J. Gregory Trafton,Allison M. Jacobs,Anthony M. Harrison		Proceedings of the IEEE
3318802	Deterministic Modeling and Evaluation of Decision-Making Dynamics in Sequential Two-Alternative Forced Choice Tasks.	Caleb Woodruff,Linh Vu,Kristi A. Morgansen,Damon Tomlin		Proceedings of the IEEE
3318794	A Sketch Interface for Robust and Natural Robot Control.	Danelle C. Shah,Joseph Schneider,Mark E. Campbell		Proceedings of the IEEE
3318795	Decision Making for Rapid Information Acquisition in the Reconnaissance of Random Fields.	Dimitar Baronov,John Baillieul		Proceedings of the IEEE
3318801	Autonomy Spectrum and Performance Perception Issues in Swarm Supervisory Control.	Gilles Coppin,François Legras		Proceedings of the IEEE
3382030	Multiterminal Memristive Nanowire Devices for Logic and Memory Applications: A Review.	Davide Sacchetto,Giovanni De Micheli,Yusuf Leblebici		Proceedings of the IEEE
3382035	Prolog to the Section on Personal and Home Electronics.	Miwako Doi,Jeff Howell,Shuji Hirakawa		Proceedings of the IEEE
3382036	Wireless Myths, Realities, and Futures: From 3G/4G to Optical and Quantum Wireless.	Lajos Hanzo,Harald Haas,Sándor Imre,Dominic C. O'Brien,Markus Rupp,Laszlo Gyongyosi		Proceedings of the IEEE
3381964	Prolog to the Section on Engineering Education.	Leah H. Jamieson		Proceedings of the IEEE
3381974	Frontiers of Audiovisual Communications: New Convergences of Broadband Communications, Computing, and Rich Media.	Nikil Jayant		Proceedings of the IEEE
3381944	FootSLAM: Pedestrian Simultaneous Localization and Mapping Without Exteroceptive Sensors - Hitchhiking on Human Perception and Cognition.	Michael Angermann,Patrick Robertson		Proceedings of the IEEE
3382021	Computational Social Systems [Reflections and Reviews of Past Predictions].	Eunice E. Santos		Proceedings of the IEEE
3381971	Prolog to the Section on Privacy and Cybersecurity.	Carl E. Landwehr		Proceedings of the IEEE
3381935	Hardware/Software Codesign: The Past, the Present, and Predicting the Future.	Jürgen Teich		Proceedings of the IEEE
3381945	Social Implications of Technology: The Past, the Present, and the Future.	Karl D. Stephan,Katina Michael,M. G. Michael,Laura Jacob,Emily P. Anesta		Proceedings of the IEEE
3381985	Hybrid Optical-Wireless Access Networks.	Leonid Kazovsky,Shing-Wa Wong,Tolga Ayhan,Kadir Melih Albeyoglu,Moisés R. N. Ribeiro,Anujit Shastri		Proceedings of the IEEE
3381938	A Cyber-Physical Future.	Ragunathan Rajkumar		Proceedings of the IEEE
3381998	Prolog to the Section on Wireless Communications Technology.	Lajos Hanzo,Harald Haas,Sándor Imre,Dominic C. O'Brien,Markus Rupp,Laszlo Gyongyosi		Proceedings of the IEEE
3382013	Prolog to the Section on Transportation and Navigation Technology.	Christoph Gunther		Proceedings of the IEEE
3382008	Prolog to the Section on Advanced Materials for Electronics, Photonics, and Energy Storage.	Babu Chalamala		Proceedings of the IEEE
3381995	Multilayer and Multidomain Resilience in Optical Networks.	Dominic A. Schupke		Proceedings of the IEEE
3381989	Privacy and Cybersecurity: The Next 100 Years.	Carl E. Landwehr,Dan Boneh,John C. Mitchell,Steven M. Bellovin,Susan Landau,Michael E. Lesk		Proceedings of the IEEE
3381937	Prolog to the Section on Hardware/Software Codesign.	Soonhoi Ha		Proceedings of the IEEE
3382006	Proceedings of the IEEE Through 100 Years: 1930-1939.			Proceedings of the IEEE
3381984	Beings on Earth: Is That All There Is?	Gerry R. Harp,G. Seth Shostak,Jill Tarter,Douglas A. Vakoch,David Deboer,Jack Welch		Proceedings of the IEEE
3382044	Engineering Education Today: Capturing the Afterlife of Sisyphus in Five Snapshots.	R. Alan Cheville		Proceedings of the IEEE
3382015	Prolog to the Section on Neurotechnological Systems: The Brain-Computer Interface.	Chin-Teng Lin,Kaleb McDowell		Proceedings of the IEEE
3381982	Proceedings of the IEEE THROUGH 100 YEARS: 1950-1959 [Scanning our Past].	Alexander B. Magoun		Proceedings of the IEEE
3381956	Prolog to the Section on Cyber-Physical Systems.	Kyoung-Dae Kim,P. R. Kumar		Proceedings of the IEEE
3381972	FTV for 3-D Spatial Communication.	Masayuki Tanimoto,Mehrdad Panahpour Tehrani,Toshiaki Fujii,Tomohiro Yendo		Proceedings of the IEEE
3381990	Scanning the Proceedings for History [Centennial History].	Gordon W. Day		Proceedings of the IEEE
3382023	Personal and Home Electronics and Our Changing Lifestyles.	Miwako Doi,Jeff Howell,Shuji Hirakawa		Proceedings of the IEEE
3382041	Spaceflight: The Development of Science, Surveillance, and Commerce in Space.	Roger D. Launius,Erik M. Conway,Andrew K. Johnston,Zse Chien Wang,Matthew H. Hersch,Deganit Paikowsky,David J. Whalen,Eric Toldi,Kerrie Dougherty,Peter L. Hays,Jennifer Levasseur,Ralph L. McNutt,Brent Sherwood		Proceedings of the IEEE
3382016	Memristors With Flexible Electronic Applications.	Nadine Gergel-Hackett,Joseph L. Tedesco,Curt A. Richter		Proceedings of the IEEE
3382007	Prolog to the Section on Entertainment Technologies.	Sheau Ng		Proceedings of the IEEE
3382005	Advances in Medical Devices and Medical Electronics.	Michael R. Neuman,Gail D. Baura,Stuart Meldrum,Orhan Soykan,Max E. Valentinuzzi,Ron S. Leder,Silvestro Micera,Yuan-Ting Zhang		Proceedings of the IEEE
3381983	Memristive Device Fundamentals and Modeling: Applications to Circuits and Systems Simulation.	Kamran Eshraghian,Omid Kavehei,Kyoung-Rok Cho,James M. Chappell,Azhar Iqbal,Said F. Al-Sarawi,Derek Abbott		Proceedings of the IEEE
3382034	Next-Generation Applications on Cellular Networks: Trends, Challenges, and Solutions.	Nimish Radio,Ying Zhang,Mallik Tatipamula,Vijay K. Madisetti		Proceedings of the IEEE
3381992	Evolution of Optical Access Networks: Architectures and Capacity Upgrades.	Glen Kramer,Marilet De Andrade,Rajesh Roy,Pulak Chowdhury		Proceedings of the IEEE
3381963	All-Optical Networking - Evolution, Benefits, Challenges, and Future Vision.	Adel A. M. Saleh,Jane M. Simmons		Proceedings of the IEEE
3381955	Prolog to the Section on Social Implications of Technology.	Karl D. Stephan		Proceedings of the IEEE
3381946	Memristor Bridge Synapses.	Hyongsuk Kim,Maheshwar Pd. Sah,Changju Yang,Tamás Roska,Leon O. Chua		Proceedings of the IEEE
3381962	Display Holography's Digital Second Act.	V. Michael Bove		Proceedings of the IEEE
3381981	The Road to Immersive Communication.	John G. Apostolopoulos,Philip A. Chou,W. Bruce Culbertson,Ton Kalker,Mitchell D. Trott,Susie Wee		Proceedings of the IEEE
3382014	Leveraging Memristive Systems in the Construction of Digital Logic Circuits.	Garrett S. Rose,Jeyavijayan Rajendran,Harika Manem,Ramesh Karri,Robinson E. Pino		Proceedings of the IEEE
3381969	Prolog to the Section on Optics and Photonics.	Alan E. Willner,Robert L. Byer,Constance J. Chang-Hasnain,Stephen R. Forrest,Henry Kressel,Herwig Kogelnik,Guillermo J. Tearney,Charles H. Townes,Michalis N. Zervas		Proceedings of the IEEE
3381975	Bionanoscience in Health and Medicine.	Rashid Bashir		Proceedings of the IEEE
3381940	Metal-Oxide RRAM.	H.-S. Philip Wong,Heng-Yuan Lee,Shimeng Yu,Yu-Sheng Chen,Yi Wu,Pang-Shiu Chen,Byoungil Lee,Frederick T. Chen,Ming-Jinn Tsai		Proceedings of the IEEE
