sep=|
871862|807670
871862|893109
871862|979746
871862|1127835
871862|3003267
871863|
871864|
871865|
871866|
871867|
871868|
871869|1128291
871869|1129027
871869|1129454
871870|1128154
871870|1128260
871870|3003190
871870|3005564
871871|995987
871871|996907
871871|1071393
871872|361616
871872|363090
871872|545904
871872|601289
871872|1124215
871873|
871874|6553
871874|188156
871874|361616
871874|362249
871874|364095
871874|364109
871874|364810
871874|545904
871874|601289
871874|996681
871874|1070950
871874|1124215
871874|1124334
871874|1129375
871875|
871876|
871877|
871878|
871879|
871880|363225
871880|364564
871880|492792
871880|1069174
871881|
871882|
871883|
871884|101061
871884|362307
871884|601330
871884|773385
871884|774085
871884|996995
871884|1070299
871884|1127541
871884|1128060
871884|1129250
871884|1129247
871884|3006807
871885|891714
871885|1129435
871886|
871887|808286
871887|808904
871887|913160
871887|1127441
871888|361516
871888|492794
871888|871766
871888|996880
871888|1128531
871889|
871890|188126
871890|188171
871890|362249
871890|362077
871890|362382
871890|362796
871890|364792
871890|364665
871890|450759
871890|450804
871890|450884
871890|450925
871890|601083
871890|774518
871890|996146
871890|1124307
871890|1127440
871890|1128127
871890|1129376
871890|1129817
871890|3006157
871891|
871892|47236
871892|125073
871892|359930
871892|362872
871892|364127
871892|364734
871892|577210
871892|668247
871892|875000
871892|1069170
871892|1127688
871892|1129189
871893|239155
871893|492861
871893|805809
871893|806966
871893|996564
871893|1071110
871893|1127434
871893|1127613
871893|1129008
871893|1129435
871893|1129461
871894|435151
871894|641126
871894|832671
871894|871909
871894|1025552
871894|1073953
871894|1127442
871894|1128892
871894|1129453
871895|
871896|
871897|77229
871897|363152
871897|805805
871897|806223
871897|831601
871897|1071685
871898|
871899|2612
871899|248326
871899|363157
871899|435265
871899|769833
871899|871894
871899|871955
871899|979746
871899|1025552
871899|1127615
871899|3006809
871900|
871901|
871902|492982
871902|773295
871902|996102
871902|1071120
871902|1129488
871903|435261
871903|601299
871903|996863
871903|1127442
871903|1128743
871904|
871905|
871906|774772
871906|875421
871906|1070386
871906|1342625
871906|3417611
871907|
871908|
871909|771385
871910|226298
871910|492756
871910|492851
871910|832980
871910|1129043
871910|1129610
871911|
871912|
871913|361365
871913|363403
871913|808598
871913|1071400
871913|1127264
871913|1127629
871913|1128124
871913|1129830
871913|1129882
871913|3004270
871914|361523
871914|492818
871914|492824
871914|492902
871914|492984
871914|521993
871914|996050
871914|996716
871914|996879
871914|996933
871914|997490
871914|1127395
871914|1127434
871914|1127625
871914|1127623
871914|1127840
871914|1127784
871914|1127697
871914|1127974
871914|1128081
871914|1128394
871915|
871916|245655
871916|362872
871916|582049
871916|582131
871916|871807
871916|3004594
871916|3005279
871917|1129250
871918|
871919|
871920|
871921|
871922|871905
871922|871845
871923|435265
871923|1025552
871923|1128652
871923|1129258
871924|361648
871924|363137
871924|492982
871924|773295
871924|1129579
871924|1129488
871924|3074693
871925|
871926|
871927|
871928|770335
871928|805951
871928|806391
871928|1071009
871928|3003299
871929|102084
871929|361514
871929|364599
871929|450198
871929|492794
871929|492965
871929|1070296
871929|1071084
871929|1076003
871929|1127836
871929|1129359
871929|1129486
871929|3006840
871930|2619
871930|188126
871930|362377
871930|362887
871930|362909
871930|364081
871930|492939
871930|774518
871930|775951
871930|777202
871930|871811
871930|871825
871930|871884
871930|911777
871930|995652
871930|996764
871930|996871
871930|996901
871930|1070431
871930|1070538
871930|1071648
871930|1124327
871930|1127440
871930|1127441
871930|1128117
871930|1129255
871930|1129250
871930|1129536
871930|1129972
871930|3005329
871930|3005941
871930|3427927
871931|
871932|
871933|363014
871933|363486
871933|739043
871933|1129247
871933|1129454
871934|435146
871934|771085
871934|871780
871934|913313
871934|1129453
871934|1129454
871935|680008
871935|772186
871935|805805
871935|806223
871935|871796
871935|871797
871935|1008962
871935|1071904
871935|1129453
871935|1179979
871935|2998326
871936|362696
871936|362697
871936|996498
871936|1070574
871936|1127434
871936|1127613
871936|1129008
871936|1129359
871936|3003299
871936|3003188
871937|47080
871937|54711
871937|773055
871937|772985
871937|806438
871937|871906
871937|871818
871937|912220
871937|912212
871937|1008947
871937|1071388
871937|1127688
871937|1129338
871937|1289046
871937|2998445
871937|3074689
871937|3074652
871938|112868
871938|361616
871938|361323
871938|361868
871938|361889
871938|362249
871938|362381
871938|362138
871938|363088
871938|364083
871938|364104
871938|364792
871938|364215
871938|450253
871938|450842
871938|450951
871938|601170
871938|774826
871938|776934
871938|792354
871938|808904
871938|871890
871938|997407
871938|1070950
871938|1071127
871938|1124222
871938|1124307
871938|1124334
871938|1127442
871938|1127441
871938|1127536
871938|1127962
871938|1128127
871938|1128652
871938|1128845
871938|1129310
871938|1129377
871938|1129375
871939|192
871939|182852
871939|182975
871939|183685
871939|362613
871939|364081
871939|522104
871939|522275
871939|770705
871939|770722
871939|774939
871939|775393
871939|775799
871939|806249
871939|846226
871939|911857
871939|912401
871939|936203
871939|942019
871939|995981
871939|1127290
871939|1127612
871939|1128167
871939|1128994
871939|1129258
871939|1289288
871939|2999358
871939|3003921
871939|3005279
871939|3006357
871939|3097003
871940|77229
871940|121636
871940|362360
871940|363014
871940|363152
871940|364706
871940|435146
871940|435252
871940|465513
871940|465525
871940|465519
871940|465544
871940|465602
871940|771085
871940|772985
871940|776828
871940|807776
871940|871796
871940|871784
871940|871830
871940|927754
871940|928076
871940|995696
871940|995801
871940|996705
871940|997023
871940|1069257
871940|1071429
871940|1071892
871940|1124290
871940|1128449
871940|1129455
871940|1129527
871940|1129506
871940|1129454
871940|1129664
871940|3553551
871940|362157
871941|362187
871941|363408
871941|771085
871941|805809
871941|805951
871941|871830
871941|1071011
871941|1128034
871942|188171
871942|362249
871942|362149
871942|601083
871942|871890
871942|1128127
871942|1129817
871943|
871944|
871945|2619
871945|43130
871945|361331
871945|361229
871945|361704
871945|362699
871945|362872
871945|362925
871945|363008
871945|363477
871945|364151
871945|364158
871945|364279
871945|364369
871945|364639
871945|364367
871945|364564
871945|465399
871945|465519
871945|465825
871945|653208
871945|774927
871945|871824
871945|891993
871945|1070835
871945|1070742
871945|1128003
871945|1127998
871945|1128154
871945|1128265
871945|1128652
871945|1129939
871946|361616
871946|361323
871946|361868
871946|362249
871946|362381
871946|363011
871946|363088
871946|364665
871946|450362
871946|450884
871946|450967
871946|450955
871946|466816
871946|492858
871946|774826
871946|871938
871946|930476
871946|1075947
871946|1124215
871946|1124333
871946|1124334
871946|1128015
871946|1129377
871947|30183
871947|362241
871947|362659
871947|435211
871947|450313
871947|492778
871947|492931
871947|567261
871947|601253
871947|676200
871947|774790
871947|805766
871947|805951
871947|807246
871947|928877
871947|1071417
871947|1071892
871947|1127441
871947|1128046
871947|1129453
871948|
871949|892482
871949|1128652
871950|284472
871950|284508
871950|284497
871950|284501
871950|362420
871950|362717
871950|492925
871950|581812
871950|771060
871950|805817
871950|805743
871950|805801
871950|807076
871950|808383
871950|1070505
871950|1070481
871950|1071799
871950|1071839
871951|125195
871951|362586
871951|364351
871951|364399
871951|364526
871951|364494
871951|364532
871951|492809
871951|653085
871951|653293
871951|806105
871951|807827
871951|871914
871951|995955
871951|996716
871951|996984
871951|1009914
871951|1070538
871951|1071124
871951|1127395
871951|1127422
871951|1127412
871951|1127698
871951|1127615
871951|1127784
871951|1128394
871951|1128540
871951|1128977
871951|1129618
871951|1129346
871951|3003190
871951|3553480
871951|3553512
871951|3553536
871951|3553395
871951|3553551
871952|364251
871952|364318
871952|364367
871952|465845
871952|465848
871952|612852
871952|612809
871952|653167
871952|653260
871952|653405
871952|653404
871952|1069190
871952|1124290
871952|1127998
871952|1128265
871952|1129268
871952|1129165
871952|1129838
871952|1129938
871952|1129904
871953|
871954|111791
871954|361226
871954|450242
871954|450404
871954|450277
871954|539268
871954|592807
871954|592890
871954|592892
871954|596938
871954|808904
871954|928968
871954|1036980
871954|1121955
871954|1122087
871954|1128546
871955|
871956|435254
871956|871897
871956|1070871
871956|1071085
871956|1071417
871956|1071396
871956|1071477
871956|1071663
871956|1071548
871956|1071856
871956|1128652
871956|1129453
871957|188126
871957|188171
871957|361831
871957|362618
871957|450249
871957|450139
871957|450398
871957|450356
871957|774518
871957|833252
871957|997407
871957|1071850
871957|1074212
871957|1124289
871957|1127440
871957|1128082
871957|1128132
871957|1128126
871957|1128524
871957|1129196
871957|1129334
871957|1129136
871957|1129927
871958|208610
871958|309891
871958|362279
871958|450378
871958|450829
871958|450981
871958|635420
871958|793917
871958|832685
871958|1067359
871958|1127715
871958|1128958
871958|1129228
871958|3006245
871959|103
871959|2608
871959|2619
871959|492809
871959|769930
871959|997490
871959|1127290
871959|1127612
871959|1127615
871959|1127784
871959|3005944
871960|558052
871960|558354
871960|1070604
871960|1070988
871961|
871962|361363
871962|435212
871962|435261
871962|492968
871963|28067
871963|28069
871963|227134
871963|310744
871963|450978
871963|471875
871963|550346
871963|566397
871963|835850
871963|1075332
871963|1075998
871963|1076950
871963|1088804
871963|1128985
871964|363086
871964|492756
871964|492841
871964|492839
871964|492978
871964|582153
871964|595051
871964|674653
871964|773295
871964|871766
871964|871803
871964|871823
871964|871924
871964|997317
871964|1129045
871964|1129488
871964|3074693
871965|359905
871965|435166
871965|492836
871965|582102
871965|806212
871965|871919
871965|1071084
871965|1071704
871966|
871967|
871968|
871969|
871970|
871971|
871972|
871973|200907
871973|471394
871973|471313
871973|601246
871973|1070432
871974|
871975|5724
871975|172846
871975|173735
871975|361989
871975|362925
871975|364660
871975|522337
871975|807489
871975|808163
871975|832328
871975|996318
871975|1129506
871976|77069
871976|195396
871976|305220
871976|362311
871976|450313
871976|805821
871976|871913
871976|871914
871976|996050
871976|996879
871976|996933
871976|996863
871976|1070921
871976|1128082
871976|1128265
871976|492968
871977|237250
871977|244617
871977|361460
871977|467496
871977|773488
871977|776828
871977|935978
871977|956013
871977|957385
871977|1048912
871977|1070504
871978|
871979|808598
871979|871913
871979|996495
871979|996472
871979|1070735
871979|1070737
871979|1071400
871979|3004270
871980|76840
871980|361331
871980|364073
871980|465351
871980|465639
871980|465716
871980|465862
871980|471688
871980|653176
871980|653267
871980|653351
871980|748657
871980|1127383
871980|1128917
871981|193
871981|24800
871981|362870
871981|492728
871981|521993
871981|522194
871981|522226
871981|522524
871981|557262
871981|773542
871981|774927
871981|807666
871981|808538
871981|930979
871981|1070776
871981|1127618
871981|1127615
871981|3003378
871982|361520
871982|361323
871982|364807
871982|450140
871982|450184
871982|450152
871982|450414
871982|450416
871982|601246
871982|601244
871982|807410
871982|996146
871982|1127962
871982|3005946
871983|140
871983|310531
871983|450827
871983|450978
871983|450883
871983|450973
871983|996865
871983|1071849
871983|1076950
871983|1128985
871983|3006053
871984|125248
871984|465334
871984|492797
871984|492818
871984|996585
871984|1071124
871984|1127434
871984|1128036
871984|1128652
871984|1128638
871984|1129435
871985|363477
871985|364279
871985|364324
871985|364621
871985|364367
871985|465896
871985|710938
871985|996967
871985|1075982
871985|1127284
871985|1127615
871985|1127784
871985|1128265
871985|1129459
871985|1129838
871985|1129881
871985|1129938
871985|1129934
871985|1129904
871986|16468
871986|125051
871986|188071
871986|361659
871986|362249
871986|362314
871986|363467
871986|363466
871986|364109
871986|364139
871986|364388
871986|450834
871986|499578
871986|542338
871986|542940
871986|932255
871986|1073377
871987|
871988|435261
871988|871856
871988|996626
871988|1128743
871988|492968
871989|
871990|74181
871990|125210
871990|183039
871990|361513
871990|361523
871990|492767
871990|492992
871990|521456
871990|557137
871990|808060
871990|871923
871990|996342
871990|996716
871990|996863
871990|1069159
871990|1070408
871990|1071671
871990|1127422
871990|1127442
871990|1127625
871990|1127612
871990|1127784
871990|1128099
871990|1128652
871990|1128643
871990|1129435
871990|3003190
871990|3005564
871991|
871992|123991
871992|161817
871992|246907
871992|362249
871992|362135
871992|362661
871992|362966
871992|371362
871992|450193
871992|450882
871992|473051
871992|613826
871992|871938
871992|1127616
871992|1127789
871992|1128265
871992|1129830
871992|1129882
871993|
871994|
871995|362705
871995|363454
871995|364175
871995|435176
871995|624420
871995|769805
871995|808904
871995|832414
871995|832592
871995|996140
871995|997380
871995|1070431
871995|1070407
871995|1070740
871995|1070715
871995|1070726
871995|1070763
871995|1071087
871995|1070831
871995|1071248
871995|1071437
871995|1071480
871995|1071385
871995|1128116
871995|1128637
871995|1128652
871995|1129117
871995|1129458
871995|1129619
871995|1129435
871995|1129688
871995|1289261
871996|361226
871996|362630
871996|362725
871996|363151
871996|435261
871996|465554
871996|653344
871996|653350
871996|653345
871996|808904
871996|871903
871996|871938
871996|996863
871996|996745
871996|997407
871996|1069264
871996|1070538
871996|1127442
871996|1128652
871996|1129539
871996|2786163
871996|3006245
871996|3553551
871997|
871998|
871999|
872000|
872001|
872002|
872003|77064
872003|362955
872003|450155
872003|450260
872003|492842
872003|616849
872003|773827
872003|1070923
872003|1128125
872003|1129310
872003|3004270
872004|435195
872004|871903
872004|996863
872004|1127442
872005|
872006|1129539
872006|1130040
872007|43590
872007|361519
872007|361648
872007|492756
872007|492943
872007|492942
872007|492963
872007|805811
872007|813506
872007|997023
872007|1128635
872007|1129488
872007|3349268
872008|492737
872008|492832
872008|771577
872008|772713
872008|807941
872008|1008998
872008|1009007
872008|1070457
872008|1071010
872008|1075865
872008|1128683
872008|1289266
872009|871796
872009|997490
872010|
872011|
872012|361760
872012|362754
872012|435250
872012|435150
872012|450157
872012|451057
872012|450782
872012|997302
872012|1070956
872012|1071110
872012|1127784
872012|1127996
872012|1128082
872012|1128265
872012|1129008
872012|1129145
872012|1129165
872012|1130014
872013|123673
872013|361711
872013|362727
872013|435233
872013|435265
872013|450313
872013|567261
872013|807066
872013|808904
872013|1070316
872013|1070939
872013|1071127
872013|1070742
872013|1127442
872013|1128046
872013|3006807
872014|37201
872014|334715
872014|335315
872014|435150
872014|450157
872014|471356
872014|492869
872014|492899
872014|595311
872014|666234
872014|871838
872014|985237
872014|996045
872014|996564
872014|1009234
872014|1009562
872014|1010020
872014|1127434
872014|1129145
872014|1129165
872014|1129461
872014|1130014
872014|1130056
872014|1179849
872015|87
872015|125379
872015|174125
872015|361656
872015|362563
872015|364507
872015|364897
872015|465595
872015|465719
872015|465720
872015|465866
872015|465888
872015|558268
872015|558363
872015|558457
872015|558148
872015|558107
872015|653439
872015|661737
872015|869834
872015|892870
872015|995981
872015|1056793
872015|1070604
872015|1070895
872015|1071179
872015|1071468
872015|1074642
872015|1124347
872015|1127383
872015|1128353
872015|1129138
872016|361923
872016|492980
872016|492919
872016|708162
872016|925061
872016|995965
872016|1070740
872016|1113965
872016|1127684
872016|1127836
872016|1128081
872016|1128813
872016|1129165
872016|1130014
872017|
872018|362563
872018|364201
872018|653475
872018|1070538
872018|1128550
872019|492834
872019|492915
872019|601070
872019|806105
872019|871870
872019|1075941
872019|1076052
872019|1128081
872019|1128080
872019|1128079
872019|1129043
872019|1129212
872019|1129610
872019|1129934
872019|1180160
872020|76896
872020|77012
872020|112414
872020|125172
872020|364136
872020|364201
872020|364166
872020|364351
872020|364409
872020|364492
872020|364538
872020|435220
872020|465455
872020|471688
872020|471801
872020|492773
872020|492906
872020|523832
872020|552705
872020|576823
872020|576846
872020|590179
872020|599596
872020|601204
872020|653082
872020|653085
872020|653242
872020|653427
872020|951134
872020|971430
872020|1059931
872020|1075539
872020|1078186
872020|1127636
872020|1128769
872020|1128550
872020|1130066
872020|1130045
872021|492949
872021|508881
872021|775802
872021|995965
872021|996607
872021|997401
872021|1070956
872021|1070958
872021|1071153
872021|1124290
872021|1127612
872021|1127623
872021|1127613
872021|1128081
872021|1128082
872021|1128035
872021|1128036
872021|1129008
872021|1128813
872021|1129165
872021|1129484
872021|2803628
872022|
872023|172968
872023|188025
872023|247670
872023|361226
872023|361992
872023|363105
872023|363157
872023|435154
872023|532439
872023|771085
872023|776384
872023|805951
872023|831562
872023|831721
872023|925087
872023|925109
872023|997666
872023|1070294
872023|1120348
872023|1129453
872023|1129527
872023|1129454
872023|3097611
872024|
872025|77049
872025|125375
872025|364384
872025|364744
872025|364705
872025|404847
872025|465349
872025|612879
872025|612838
872025|616266
872025|638916
872025|638894
872025|653112
872025|653360
872025|653365
872025|653344
872025|653239
872025|653501
872025|653345
872025|912991
872025|1069218
872025|1071631
872025|1129020
872026|
872027|
872028|
872029|
872030|30134
872030|123557
872030|167266
872030|773480
872030|805766
872030|805831
872030|806101
872030|806713
872030|807250
872030|807285
872030|807246
872030|808517
872030|832832
872030|871956
872030|891881
872030|990865
872030|1008962
872030|1070447
872030|1070463
872030|1070618
872030|1070690
872030|1070504
872030|1070871
872030|1071396
872030|1071594
872030|1071548
872030|1129189
872030|1270449
872030|2895156
872031|362513
872031|362705
872031|364175
872031|624420
872031|871995
872031|996140
872031|997191
872031|997380
872031|1070501
872031|1071087
872031|1127789
872031|1128082
872031|1129111
872031|1129458
872031|1129373
872031|1129619
872031|1129961
872032|30199
872032|30180
872032|30194
872032|30105
872032|123621
872032|195396
872032|362241
872032|362342
872032|362311
872032|362727
872032|363105
872032|363538
872032|435196
872032|590647
872032|590417
872032|591146
872032|676136
872032|771085
872032|772299
872032|774790
872032|777471
872032|871947
872032|912038
872032|913715
872032|996902
872032|1070746
872032|1071009
872032|1071892
872032|1127442
872032|1127948
872032|1128652
872032|1130015
872032|3005564
872033|47411
872033|54835
872033|125008
872033|124992
872033|125072
872033|125379
872033|361513
872033|362528
872033|362670
872033|362814
872033|362886
872033|363589
872033|364116
872033|364158
872033|364636
872033|364564
872033|364529
872033|364906
872033|465395
872033|465658
872033|465674
872033|465631
872033|465537
872033|465715
872033|465845
872033|471473
872033|471688
872033|472074
872033|492760
872033|492813
872033|492748
872033|492825
872033|521993
872033|522277
872033|522389
872033|522699
872033|558148
872033|601269
872033|601287
872033|653267
872033|684319
872033|760974
872033|806364
872033|925071
872033|996546
872033|996716
872033|996967
872033|997472
872033|1057008
872033|1069177
872033|1071519
872033|1124264
872033|1124347
872033|1124408
872033|1127284
872033|1127383
872033|1127615
872033|1127886
872033|1127784
872033|1128327
872033|1128353
872033|1128917
872033|1130033
872033|1130080
872033|1130043
872034|87
872034|2528
872034|125008
872034|125379
872034|359849
872034|362563
872034|363529
872034|363680
872034|364901
872034|465595
872034|465720
872034|465888
872034|472065
872034|558217
872034|558457
872034|558148
872034|653070
872034|653439
872034|1071463
872034|1071455
872034|1124347
872034|1127383
872034|1127441
872034|1128353
872034|3195972
872035|454
872035|2333
872035|2360
872035|172339
872035|450370
872035|450359
872035|666234
872035|805821
872035|833055
872035|871913
872035|1075848
872035|1112942
872035|1128081
872035|1128082
872035|1130052
872035|3004270
872036|362707
872036|435261
872036|492837
872036|683650
872036|708218
872036|774866
872036|808286
872036|808904
872036|871764
872036|871897
872036|871919
872036|871940
872036|871894
872036|872001
872036|872023
872036|871956
872036|925108
872036|925087
872036|1008962
872036|1071127
872036|1071053
872036|1071085
872036|1072250
872036|1127441
872036|1128652
872036|1128894
872036|1129453
872036|1129527
872036|1129539
872036|1130011
872036|1130029
872037|363418
872038|166
872038|43200
872038|76838
872038|95181
872038|95164
872038|125287
872038|361495
872038|362563
872038|363470
872038|465418
872038|465477
872038|465513
872038|465475
872038|465658
872038|465671
872038|465725
872038|465696
872038|465664
872038|465535
872038|472074
872038|492825
872038|508891
872038|594555
872038|594896
872038|653267
872038|775660
872038|957078
872038|985237
872038|1069235
872038|1072226
872038|1120400
872038|1127383
872038|1127886
872038|1128005
872038|3000915
872039|174025
872039|363590
872039|363582
872039|364201
872039|465860
872039|471688
872039|492773
872039|508987
872039|576773
872039|653326
872039|710970
872039|925071
872039|1128769
872039|1128550
872039|1130066
1223500|54826
1223500|77064
1223500|361323
1223500|362635
1223500|450152
1223500|833252
1223500|996146
1223500|1074857
1223500|1124307
1223500|1130002
1223500|1180039
1223500|2798632
1223501|123230
1223501|123640
1223501|123741
1223501|123750
1223501|361287
1223501|361817
1223501|363127
1223501|871848
1223501|980199
1223501|1326105
1223502|
1223503|363225
1223503|363579
1223503|364284
1223503|364324
1223503|471684
1223503|492728
1223503|508888
1223503|653486
1223503|753278
1223503|1129727
1223504|361988
1223504|363477
1223504|364251
1223504|465386
1223504|465845
1223504|465889
1223504|471533
1223504|508978
1223504|612854
1223504|612809
1223504|612807
1223504|612866
1223504|612798
1223504|653405
1223504|786375
1223504|871786
1223504|1127886
1223504|1128003
1223504|1129904
1223505|121689
1223505|362925
1223505|492921
1223505|772286
1223505|773480
1223505|1070504
1223505|1070977
1223505|1071556
1223505|1124290
1223505|1127340
1223505|1127419
1223505|1127948
1223505|1127974
1223505|1128640
1223505|1203382
1223505|1289201
1223505|3074724
1223506|224525
1223506|361272
1223506|609395
1223506|1076007
1223506|1127608
1223507|111791
1223507|161530
1223507|450242
1223507|450404
1223507|539268
1223507|592807
1223507|592890
1223507|592892
1223507|674226
1223507|793639
1223507|807473
1223507|871954
1223507|937300
1223507|956243
1223507|1070704
1223507|1071502
1223507|1121955
1223507|1122087
1223507|1128546
1223507|1129683
1223507|1141871
1223507|3004270
1223508|53848
1223508|188200
1223508|361704
1223508|362513
1223508|362889
1223508|364251
1223508|364369
1223508|364564
1223508|471614
1223508|508968
1223508|542559
1223508|653110
1223508|996947
1223508|1127789
1223508|1128041
1223508|1128265
1223508|1129838
1223508|1129992
1223508|1179676
1223508|601226
1337097|125302
1337097|362563
1337097|363477
1337097|363562
1337097|363582
1337097|363699
1337097|364251
1337097|364201
1337097|364279
1337097|364324
1337097|364492
1337097|364538
1337097|364564
1337097|364929
1337097|465455
1337097|465838
1337097|465845
1337097|465860
1337097|471982
1337097|492993
1337097|601204
1337097|653145
1337097|653082
1337097|653085
1337097|653242
1337097|653472
1337097|653451
1337097|1127383
1337097|1128769
1337097|1128550
1337097|1130066
1337097|508896
1337089|2360
1337089|113279
1337089|361363
1337089|362752
1337089|363701
1337089|367646
1337089|435150
1337089|451057
1337089|450782
1337089|471713
1337089|808049
1337089|871771
1337089|871773
1337089|872021
1337089|985237
1337089|996301
1337089|1009449
1337089|1071483
1337089|1127569
1337089|1128060
1337089|1128265
1337089|1128353
1337089|1129579
1337089|1129488
1337089|1129684
1337089|1130049
1337089|1130014
1337089|1130080
1337089|1130040
1337089|1130052
1337089|1179673
1337089|2803642
1337089|3004270
1337089|492968
1337087|359870
1337087|359905
1337087|362999
1337087|435180
1337087|471464
1337087|806212
1337087|840684
1337087|871919
1337087|871965
1337087|1051284
1337087|1127836
1337092|361516
1337092|492756
1337092|492851
1337092|871766
1337092|871911
1337092|871964
