sep=|
841251|Remote method invocation as a first-class citizen.|Walter Cazzola||Distributed Computing
841252|Distributed Optimistic Concurrency Control with Reduced Rollback.|Divyakant Agrawal,Arthur J. Bernstein,Pankaj Gupta,Soumitra Sengupta||Distributed Computing
841253|Generating Diagnostic Information for Behavioral Preorders.|Ufuk Celikkan,Rance Cleaveland||Distributed Computing
841254|Failure Detection and Consensus in the Crash-Recovery Model.|Marcos Kawazoe Aguilera,Wei Chen,Sam Toueg||Distributed Computing
841255|Distributed Election in Complete Networks.|Mee Yee Chan,Francis Y. L. Chin||Distributed Computing
841256|Fault-Tolerant Atomic Computations in an Object-Based Distributed System.|Mustaque Ahamad,Partha Dasgupta,Richard J. LeBlanc||Distributed Computing
841257|How Processes Learn.|K. Mani Chandy,Jayadev Misra||Distributed Computing
841258|Causal Memory: Definitions, Implementation, and Programming.|Mustaque Ahamad,Gil Neiger,James E. Burns,Prince Kohli,Phillip W. Hutto||Distributed Computing
841259|Systolic Algorithms as Programs.|K. Mani Chandy,Jayadev Misra||Distributed Computing
841260|Counting Networks with Arbitrary Fan-Out.|Eran Aharonson,Hagit Attiya||Distributed Computing
841261|Synchronous, Asynchronous, and Causally Ordered Communication.|Bernadette Charron-Bost,Friedemann Mattern,Gerard Tel||Distributed Computing
841262|Optimal Geometric Algorithms for Digitized Images on Fixed-Size Linear Arrays and Scan-Line Arrays.|Hussein M. Alnuweiri,Viktor K. Prasanna||Distributed Computing
841263|Detection of Global Predicates: Techniques and Their Limitations.|Craig M. Chase,Vijay K. Garg||Distributed Computing
841264|Tight bounds for shared memory systems accessed by Byzantine processes.|Noga Alon,Michael Merritt,Omer Reingold,Gadi Taubenfeld,Rebecca N. Wright||Distributed Computing
841265|Using Adaptive Timeouts to Achieve At-Most-Once Message Delivery.|Soma Chaudhuri,Brian A. Coan,Jennifer L. Welch||Distributed Computing
841266|Recognizing Safety and Liveness.|Bowen Alpern,Fred B. Schneider||Distributed Computing
841267|A self-stabilizing quorum-based protocol for maxima computing.|Yiwei Chiao,Masaaki Mizuno,Mitchell L. Neilsen||Distributed Computing
841268|Fast Timing-Based Algorithms.|Rajeev Alur,Gadi Taubenfeld||Distributed Computing
841269|Deterministic broadcasting in ad hoc radio networks.|Bogdan S. Chlebus,Leszek Gasieniec,Alan Gibbons,Andrzej Pelc,Wojciech Rytter||Distributed Computing
841270|Causality tracking in causal message-logging protocols.|Lorenzo Alvisi,Karan Bhatia,Keith Marzullo||Distributed Computing
841271|Performing work in broadcast networks.|Bogdan S. Chlebus,Dariusz R. Kowalski,Andrzej Lingas||Distributed Computing
841272|On the Message Complexity of Binary Byzantine Agreement under Crash Failures.|Eugene S. Amdur,Samuel M. Weber,Vassos Hadzilacos||Distributed Computing
841273|Algebraic and Functional Specification of an Interactive Serializable Database Interface.|Manfred Broy||Distributed Computing
841274|Editorial: Time for Change.|||Distributed Computing
841275|Compiling Path Expressions Into VLSI Circuits.|Thomas S. Anantharaman,Edmund M. Clarke,Michael J. Foster,Bud Mishra||Distributed Computing
841276|Performing tasks on synchronous restartable message-passing processors.|Bogdan S. Chlebus,Roberto De Prisco,Alexander A. Shvartsman||Distributed Computing
841277|An Approach to Efficient Distributed Transactions.|Paolo Ancilotti,Antonia Bertolino,Mario Fusani||Distributed Computing
841278|Active Disk Paxos with infinitely many processes.|Gregory Chockler,Dahlia Malkhi||Distributed Computing
841279|Introduction.|James H. Anderson||Distributed Computing
841280|Adaptive Solutions to the Mutual Exclusion Problem.|Manhoi Choy,Ambuj K. Singh||Distributed Computing
841281|Composite Registers.|James H. Anderson||Distributed Computing
841282|A decision-theoretic approach to reliable message delivery.|Francis C. Chu,Joseph Y. Halpern||Distributed Computing
841283|Multi-Writer Composite Registers.|James H. Anderson||Distributed Computing
841284|Reliability Versus Cost: Design of a Probabilistic Broadcast Algorithm.|Augusto Ciuffoletti||Distributed Computing
841285|A new fast-path mechanism for mutual exclusion.|James H. Anderson,Yong-Jik Kim||Distributed Computing
841286|Distributed Computing Issues in Hardware Design.|Edmund M. Clarke||Distributed Computing
841287|An improved lower bound for the time complexity of mutual exclusion.|James H. Anderson,Yong-Jik Kim||Distributed Computing
841288|Efficient Agreement Using Fault Diagnosis.|Brian A. Coan||Distributed Computing
841289|Shared-memory mutual exclusion: major research trends since 1986.|James H. Anderson,Yong-Jik Kim,Ted Herman||Distributed Computing
841290|Transaction Commit in a Realistic Timing Model.|Brian A. Coan,Jennifer L. Welch||Distributed Computing
841291|Using Local-Spin k-Exclusion Algorithms to Improve Wait-Free Object Implementations.|James H. Anderson,Mark Moir||Distributed Computing
841292|Understanding Naming in Distributed Systems.|Douglas Comer,Larry L. Peterson||Distributed Computing
841293|The Evolution of the SR Language.|Gregory R. Andrews,Ronald A. Olsson||Distributed Computing
841294|The optimal location of replicas in a network using a READ-ONE-WRITE-ALL policy.|Stephen A. Cook,Jan K. Pachl,Irwin S. Pressman||Distributed Computing
841295|Computation in networks of passively mobile finite-state sensors.|Dana Angluin,James Aspnes,Zo? Diamadi,Michael J. Fischer,Ren¨¦ Peralta||Distributed Computing
841296|Low complexity Byzantine-resilient consensus.|Miguel Correia,Nuno Ferreira Neves,Lau Cheuk Lung,Paulo Ver¨ªssimo||Distributed Computing
841297|Appraising Fairness in Languages for Distributed Programming.|Krzysztof R. Apt,Nissim Francez,Shmuel Katz||Distributed Computing
841298|Implementing the CORBA GIOP in a high-performance object request broker environment.|Geoff Coulson,Shakuntala Baichoo||Distributed Computing
841299|Convergence of Iteration Systems.|Anish Arora,Paul C. Attie,Michael Evangelist,Mohamed G. Gouda||Distributed Computing
841300|The design of a configurable and reconfigurable middleware platform.|Geoff Coulson,Gordon S. Blair,Michael Clarke,Nikos Parlavantzas||Distributed Computing
841301|Unifying stabilization and termination in message-passing systems.|Anish Arora,Mikhail Nesterenko||Distributed Computing
841302|Probabilistic Clock Synchronization.|Flaviu Cristian||Distributed Computing
841303|Randomized protocols for asynchronous consensus.|James Aspnes||Distributed Computing
841304|Reaching Agreement on Processor-Group Memebership in Synchronous Distributed Systems.|Flaviu Cristian||Distributed Computing
841305|Relationships between broadcast and shared memory in reliable anonymous distributed systems.|James Aspnes,Faith Ellen Fich,Eric Ruppert||Distributed Computing
841306|The Inhibition Spectrum and the Achievement of Causal Consistency.|Carol Critchlow,Kim Taylor||Distributed Computing
841307|Fairness and Hyperfairness in Multi-Party Interactions.|Paul C. Attie,Nissim Francez,Orna Grumberg||Distributed Computing
841308|The Torus Routing Chip.|William J. Dally,Charles L. Seitz||Distributed Computing
841309|Adaptive and efficient mutual exclusion.|Hagit Attiya,Vita Bortnikov||Distributed Computing
841310|Self-stabilizing depth-first token circulation in arbitrary rooted networks.|Ajoy Kumar Datta,Colette Johnen,Franck Petit,Vincent Villain||Distributed Computing
841311|An adaptive collect algorithm with applications.|Hagit Attiya,Arie Fouren,Eli Gafni||Distributed Computing
841312|Lock-free reference counting.|David Detlefs,Paul A. Martin,Mark Moir,Guy L. Steele Jr.||Distributed Computing
841313|Atomic Snapshots Using Lattice Agreement.|Hagit Attiya,Maurice Herlihy,Ophir Rachman||Distributed Computing
841314|A Belated Proof of Self-Stabilization.|Edsger W. Dijkstra||Distributed Computing
841315|Efficient adaptive collect using randomization.|Hagit Attiya,Fabian Kuhn,C. Greg Plaxton,Mirjam Wattenhofer,Roger Wattenhofer||Distributed Computing
841316|Scalable public-key tracing and revoking.|Yevgeniy Dodis,Nelly Fazio,Aggelos Kiayias,Moti Yung||Distributed Computing
841317|Introduction.|Hagit Attiya,Sergio Rajsbaum||Distributed Computing
841318|GeoQuorums: implementing atomic memory in mobile networks.|Shlomi Dolev,Seth Gilbert,Nancy A. Lynch,Alexander A. Shvartsman,Jennifer L. Welch||Distributed Computing
841319|The Level of Handshake Required for Managing a Connection.|Hagit Attiya,Rinat Rappoport||Distributed Computing
841320|Self-Stabilization of Dynamic Systems Assuming Only Read/Write Atomicity.|Shlomi Dolev,Amos Israeli,Shlomo Moran||Distributed Computing
841321|Efficient low-contention asynchronous consensus with the value-oblivious adversary scheduler.|Yonatan Aumann,Michael A. Bender||Distributed Computing
841322|Safety assurance via on-line monitoring.|Shlomi Dolev,Frank A. Stomp||Distributed Computing
841323|Reliable Broadcasts and Communication Models: Tradeoffs and Lower Bounds.|?zalp Babaoglu,Pat Stephenson,Rog¨¦rio Drummond||Distributed Computing
841324|Low-Cost Clock Synchronization.|Rog¨¦rio Drummond,?zalp Babaoglu||Distributed Computing
841325|Decentralization of Process Nets with Centralized Control.|Ralph-Johan Back,Reino Kurki-Suonio||Distributed Computing
841326|Self-stabilization with r-operators.|Bertrand Ducourthial,S¨¦bastien Tixeuil||Distributed Computing
841327|Model Checking for a Probabilistic Branching Time Logic with Fairness.|Christel Baier,Marta Z. Kwiatkowska||Distributed Computing
841328|Randomized dining philosophers without fairness assumption.|Marie Duflot,Laurent Fribourg,Claudine Picaronny||Distributed Computing
841329|A Class of High Performance Maekawa-Type Algorithms for Distributed Systems Under Heavy Demand.|Roberto Baldoni,Bruno Ciciani||Distributed Computing
841330|The inherent price of indulgence.|Partha Dutta,Rachid Guerraoui||Distributed Computing
841331|Optimal propagation-based protocols implementing causal memories.|Roberto Baldoni,Alessia Milani,Sara Tucci Piergiovanni||Distributed Computing
841332|A Formal Approach to Designing Delay-Insensitive Circuits.|Jo C. Ebergen||Distributed Computing
841333|Choice Coordination with Limited Failure.|Amotz Bar-Noy,Michael Ben-Or,Danny Dolev||Distributed Computing
841334|Naming Symmetric Processes Using Shared Variables.|?mer Egecioglu,Ambuj K. Singh||Distributed Computing
841335|Consensus Algorithms with One-Bit Messages.|Amotz Bar-Noy,Danny Dolev||Distributed Computing
841336|Efficient algorithms for constructing (1+epsilon, beta)-spanners in the distributed and streaming models.|Michael Elkin,Jian Zhang||Distributed Computing
841337|One-Bit Algorithms.|Amotz Bar-Noy,Joseph Naor,Moni Naor||Distributed Computing
841338|Generating BDDs for Symbolic Model Checking in CCS.|Reinhard Enders,Thomas Filkorn,Dirk Taubner||Distributed Computing
841339|Nearly optimal perfectly periodic schedules.|Amotz Bar-Noy,Aviv Nisgav,Boaz Patt-Shamir||Distributed Computing
841340|On the Existence of Delay-Insensitive Fair Arbiters: Trace Theory and its Limitations.|David L. Black||Distributed Computing
841341|Signed quorum systems.|Haifeng Yu||Distributed Computing
841342|Efficient Emulation of Single-Hop Radio Network with Collision Detection on Multi-Hop Radio Network with no Collision Detection.|Reuven Bar-Yehuda,Oded Goldreich,Alon Itai||Distributed Computing
841343|Knowledge-Based Programs.|Ronald Fagin,Joseph Y. Halpern,Yoram Moses,Moshe Y. Vardi||Distributed Computing
841344|Mutual Exclusion in Partitioned Distributed Systems.|Daniel Barbar¨¢,Hector Garcia-Molina||Distributed Computing
841345|A linear-time optimal-message distributed algorithm for minimum spanning trees.|Michalis Faloutsos,Mart Molle||Distributed Computing
841346|Vector Time and Causality Among Abstract Events in Distributed Computations.|Twan Basten,Thomas Kunz,James P. Black,Michael H. Coffin,David J. Taylor||Distributed Computing
841347|Gradient clock synchronization.|Rui Fan,Nancy A. Lynch||Distributed Computing
841348|Synchronous Byzantine Quorum Systems.|Rida A. Bazzi||Distributed Computing
841349|Read-modify-write networks.|Panagiota Fatourou,Maurice Herlihy||Distributed Computing
841350|Access cost for asynchronous Byzantine quorum systems.|Rida A. Bazzi||Distributed Computing
841351|Networks on Which Hot-Potato Routing Does Not Livelock.|Uriel Feige,Robert Krauthgamer||Distributed Computing
841352|On the Use of Registers in Achieving Wait-Free Consensus.|Rida A. Bazzi,Gil Neiger,Gary L. Peterson||Distributed Computing
841353|Universal dynamic synchronous self-stabilization.|Paolo Boldi,Sebastiano Vigna||Distributed Computing
841354|Proving convergence of self-stabilizing systems using first-order rewriting and regular languages.|Joffroy Beauquier,B¨¦atrice B¨¦rard,Laurent Fribourg,Fr¨¦d¨¦ric Magniette||Distributed Computing
841355|A BGP-based mechanism for lowest-cost routing.|Joan Feigenbaum,Christos H. Papadimitriou,Rahul Sami,Scott Shenker||Distributed Computing
841356|Efficient reliable communication over partially authenticated networks.|Amos Beimel,Lior Malka||Distributed Computing
841357|Mechanism design for policy routing.|Joan Feigenbaum,Rahul Sami,Scott Shenker||Distributed Computing
841358|Greedy Hot-Potato Routing on the Two-Dimensional Mesh.|Ishai Ben-Aroya,Tamar Eilam,Assaf Schuster||Distributed Computing
841359|Generating FSMs from Interworkings.|Loe M. G. Feijs||Distributed Computing
841360|Resilient-optimal interactive consistency in constant time.|Michael Ben-Or,Ran El-Yaniv||Distributed Computing
841361|Lower bounds for sense of direction in regular graphs.|Paolo Boldi,Sebastiano Vigna||Distributed Computing
841362|Asymptotically Optimal Algorithms for Approximate Agreement.|Alan David Fekete||Distributed Computing
841363|The BG distributed simulation algorithm.|Elizabeth Borowsky,Eli Gafni,Nancy A. Lynch,Sergio Rajsbaum||Distributed Computing
841364|Introduction to the special issue DISC 2003.|Faith Ellen Fich||Distributed Computing
841365|Parallel Simulation on the Hypercube Multiprocessor.|Azzedine Boukerche,Carl Tropper||Distributed Computing
841366|On the inherent weakness of conditional primitives.|Faith Ellen Fich,Danny Hendler,Nir Shavit||Distributed Computing
841367|Distributed Deadlock Detection.|Gabriel Bracha,Sam Toueg||Distributed Computing
841368|Design and Analysis of Dynamic Leader Election Protocols in Broadcast Networks.|Jacob Brunekreef,Joost-Pieter Katoen,Ron Koymans,Sjouke Mauw||Distributed Computing
841369|Achieving Graceful Performance in Distributed Error-Prone Databases.|K. Brahmadathan,K. V. S. Ramarao||Distributed Computing
841370|Hundreds of impossibility results for distributed computing.|Faith E. Fich,Eric Ruppert||Distributed Computing
841371|Cache Consistency by Design.|Ed Brinksma||Distributed Computing
841372|Decidability of the Termination Problem for Completely Specified Protocols.|Alain Finkel||Distributed Computing
841373|Deadlock Analysis in Networks of Communicating Processes.|Stephen D. Brookes,A. W. Roscoe||Distributed Computing
841374|Easy Impossibility Proofs for Distributed Consensus Problems.|Michael J. Fischer,Nancy A. Lynch,Michael Merritt||Distributed Computing
841375|Asynchronous Multicaches.|Geoffrey M. Brown||Distributed Computing
841376|Appraising two decades of distributed computing theory research.|Michael J. Fischer,Michael Merritt||Distributed Computing
841377|Semantics of Finite and Infinite Networks of Concurrent Communicating Agents.|Manfred Broy||Distributed Computing
841378|Interval routing schemes allow broadcasting with linear message-complexity.|Pierre Fraigniaud,Cyril Gavoille,Bernard Mans||Distributed Computing
841379|ATM layouts with bounded hop count and congestion.|Michele Flammini,Enrico Nardelli,Guido Proietti||Distributed Computing
841380|Self-Stabilizing Multi-Token Rings.|Mitchell Flatebo,Ajoy Kumar Datta,Anneke A. Schoone||Distributed Computing
841381|Universal Routing Schemes.|Pierre Fraigniaud,Cyril Gavoille||Distributed Computing
841382|Adaptive mutual exclusion with local spinning.|Yong-Jik Kim,James H. Anderson||Distributed Computing
841383|Eclecticism shrinks even small worlds.|Pierre Fraigniaud,Cyril Gavoille,Christophe Paul||Distributed Computing
841384|Self-Stabilizing Extensions for Message-Passing Systems.|Shmuel Katz,Kenneth J. Perry||Distributed Computing
841385|Assigning labels in an unknown anonymous network with a leader.|Pierre Fraigniaud,Andrzej Pelc,David Peleg,Stephane Perennes||Distributed Computing
841386|Torus orientation.|Synn?ve Kekkonen-Moneta||Distributed Computing
841387|Coupling and self-stabilization.|Laurent Fribourg,St¨¦phane Messika,Claudine Picaronny||Distributed Computing
841388|Semantics of Digital Networks Containing Indeterminate Modules.|Robert M. Keller,Prakash Panangaden||Distributed Computing
841389|Implementing Hybrid Consistency with High-Level Synchronization Operations.|Roy Friedman||Distributed Computing
841390|Calculational Derivation of aCounter with Bounded Response Time and Bounded Power Dissipation.|Joep L. W. Kessels||Distributed Computing
841391|X-Ability: a theory of replication.|Svend Fr?lund,Rachid Guerraoui||Distributed Computing
841392|Designing Systolic, Distributed Buffers with Bounded Response Time.|Joep L. W. Kessels,Martin Rem||Distributed Computing
841393|Disk Paxos.|Eli Gafni,Leslie Lamport||Distributed Computing
841394|A Sound and Complete Algorithm for Distributed Commerce Transactions.|Steven P. Ketchpel,Hector Garcia-Molina||Distributed Computing
841395|Lock-free dynamic hash tables with open addressing.|Hui Gao,Jan Friso Groote,Wim H. Hesselink||Distributed Computing
841396|Broadcasting in undirected ad hoc radio networks.|Dariusz R. Kowalski,Andrzej Pelc||Distributed Computing
841397|Compact and localized distributed data structures.|Cyril Gavoille,David Peleg||Distributed Computing
841398|Distributed computing on oriented anonymous hypercubes with faulty components.|Evangelos Kranakis,Nicola Santoro||Distributed Computing
841399|The complexity of synchronous iterative Do-All with crashes.|Chryssis Georgiou,Alexander Russell,Alexander A. Shvartsman||Distributed Computing
841400|The power of logical clock abstractions.|Ajay D. Kshemkalyani||Distributed Computing
841401|Sequential Consistency and the Lazy Caching Algorithm.|Rob Gerth||Distributed Computing
841402|Causality and Atomicity in Distributed Computations.|Ajay D. Kshemkalyani||Distributed Computing
841403|A Self-Stabilizing Algorithm for the Maximum Flow Problem.|Sukumar Ghosh,Arobinda Gupta,Sriram V. Pemmaraju||Distributed Computing
841404|Necessary and Sufficient Conditions on Information for Causal Message Ordering and Their Optimal Implementation.|Ajay D. Kshemkalyani,Mukesh Singhal||Distributed Computing
841405|A Self-Stabilizing Algorithm for Coloring Planar Graphs.|Sukumar Ghosh,Mehmet Hakan Karaata||Distributed Computing
841406|Constant-time distributed dominating set approximation.|Fabian Kuhn,Roger Wattenhofer||Distributed Computing
841407|Semantics and Verification of Monitors and Systems of Monitors and Processes.|Stein Gjessing||Distributed Computing
841408|Mapping Image Processing Operations onto a Linear Systolic Machine.|H. T. Kung,Jon A. Webb||Distributed Computing
841409|An Operator Net Model for Distributed Systems.|Janice I. Glasgow,Glenn H. MacEwen||Distributed Computing
841410|Action systems in incremental and aspect-oriented modeling.|Reino Kurki-Suonio||Distributed Computing
841411|Distributed Algorithms for Constructing a Minimum-Weight Spaning Tree in a Broadcast Network.|Yaron I. Gold,Shlomo Moran||Distributed Computing
841412|Operational Specification with Joint Actions: Serializable Databases.|Reino Kurki-Suonio||Distributed Computing
841413|Highly Concurrent Logically Synchronous Multicast.|Kenneth J. Goldman||Distributed Computing
841414|Introduction to the special issue PODC'2004.|Shay Kutten||Distributed Computing
841415|Cryptography and cryptographic protocols.|Oded Goldreich||Distributed Computing
841416|Lazy Caching in TLA.|Peter B. Ladkin,Leslie Lamport,Bryan Olivier,Denis Roegel||Distributed Computing
841417|On the Complexity of Computation in the Presence of Link Failures: The Case of a Ring.|Oded Goldreich,Liuba Shrira||Distributed Computing
841418|Specifying Modules to Satisfy Interfaces: A State Transition System Approach.|Simon S. Lam,A. Udaya Shankar||Distributed Computing
841419|The wake up and report problem is time-equivalent to the firing squad synchronization problem.|Darin Goldstein,Nick Meyer||Distributed Computing
841420|Fairness and hyperfairness.|Leslie Lamport||Distributed Computing
841421|Efficient Network Authentication Protocols: Lower Bounds and Optimal Implementations.|Li Gong||Distributed Computing
841422|Arbitration-free synchronization.|Leslie Lamport||Distributed Computing
841423|Characterization of a Sequentially Consistent Memory and Verification of a Cache Memory by Abstraction.|Susanne Graf||Distributed Computing
841424|On Interprocess Communication. Part I: Basic Formalism.|Leslie Lamport||Distributed Computing
841425|A Logical Approach to Multilevel Security of Probabilistic Systems.|James W. Gray III,Paul F. Syverson||Distributed Computing
841426|On Interprocess Communication. Part II: Algorithms.|Leslie Lamport||Distributed Computing
841427|An algorithm for the asynchronous Write-All problem based on process collision.|Jan Friso Groote,Wim H. Hesselink,Sjouke Mauw,Rogier Vermeulen||Distributed Computing
841428|A Theorem on Atomicity in Distributed Algorithms.|Leslie Lamport||Distributed Computing
841429|The Distributed Simulation of Clustered Processes.|Bojan Groselj,Carl Tropper||Distributed Computing
841430|Critique of the Lake Arrowhead Three.|Leslie Lamport||Distributed Computing
841431|Non-blocking atomic commit in asynchronous distributed systems with failure detectors.|Rachid Guerraoui||Distributed Computing
841432|Randomized registers and iterative algorithms.|Hyunyoung Lee,Jennifer L. Welch||Distributed Computing
841433|Editorial: Introduction.|Rachid Guerraoui||Distributed Computing
841434|An Improved Upperbound for Distributed Election in Bidirectional Rings of Processors.|Jan van Leeuwen,Richard B. Tan||Distributed Computing
841435|Connectivity Requirements for Byzantine Agreement under Restricted Types of Failures.|Vassos Hadzilacos||Distributed Computing
841436|Towards Systolizing Compilation.|Christian Lengauer,Michael Barnett,Duncan G. Hudson III||Distributed Computing
841437|Bounds on Evacuation Time for Deflection Routing.|Bruce Hajek||Distributed Computing
841438|Oblivious signature-based envelope.|Ninghui Li,Wenliang Du,Dan Boneh||Distributed Computing
841439|A note on knowledge-based programs and specifications.|Joseph Y. Halpern||Distributed Computing
841440|Practical Uses of Synchronized Clocks in Distributed Systems.|Barbara Liskov||Distributed Computing
841441|Modelling Knowledge and Action in Distributed Systems.|Joseph Y. Halpern,Ronald Fagin||Distributed Computing
841442|Specifications of Distributed Programs.|Barbara Liskov,William E. Weihl||Distributed Computing
841443|Using counterfactuals in knowledge-based programming.|Joseph Y. Halpern,Yoram Moses||Distributed Computing
841444|Computing Transitive Closure on Systolic Arrays of Fixed Size.|Bj?rn Lisper||Distributed Computing
841445|A knowledge-theoretic analysis of uniform distributed coordination and failure detectors.|Joseph Y. Halpern,Aleta Ricciardi||Distributed Computing
841446|A Note on Consistency in Asynchronous Multicaches.|Mike Livesey||Distributed Computing
841447|Clock Synchronization and the Power of Broadcasting.|Joseph Y. Halpern,Ichiro Suzuki||Distributed Computing
841448|Distributed MST for constant diameter graphs.|Zvi Lotker,Boaz Patt-Shamir,David Peleg||Distributed Computing
841449|Sparse communication networks and efficient routing in the plane.|Yehuda Hassin,David Peleg||Distributed Computing
841450|Using CSP to Verify Sequential Consistency.|Gavin Lowe,Jim Davies||Distributed Computing
841451|Computable Obstructions to Wait-Free Computability.|John Havlicek||Distributed Computing
841452|Closed Schedulers: A Novel Technique for Analyzing Asynchronous Protocols.|Ronit Lubitch,Shlomo Moran||Distributed Computing
841453|Communication-Based Prevention of Useless Checkpoints in Fistributed Computations.|Jean-Michel H¨¦lary,Achour Most¨¦faoui,Robert H. B. Netzer,Michel Raynal||Distributed Computing
841454|Specification and Analysis of a Data Transfer Protocol Using Systems of Communicating Machines.|Gilbert M. Lundy,Raimond E. Miller||Distributed Computing
841455|Towards the Construction of Distributed Detection Programs, with an Application to Distributed Termination.|Jean-Michel H¨¦lary,Michel Raynal||Distributed Computing
841456|Some perspectives on PODC.|Nancy A. Lynch||Distributed Computing
841457|A dynamic-sized nonblocking work stealing deque.|Danny Hendler,Yossi Lev,Mark Moir,Nir Shavit||Distributed Computing
841458|Using Mappings to Prove Timing Properties.|Nancy A. Lynch,Hagit Attiya||Distributed Computing
841459|Tight bounds for -set agreement with limited-scope failure detectors.|Maurice Herlihy,Lucia Draque Penso||Distributed Computing
841460|Delegation of cryptographic servers for capture-resilient devices.|Philip D. MacKenzie,Michael K. Reiter||Distributed Computing
841461|Linearizable Counting Networks.|Maurice Herlihy,Nir Shavit,Orli Waarts||Distributed Computing
841462|Collecting Cyclic Distributed Garbage by Controlled Migration.|Umesh Maheshwari,Barbara Liskov||Distributed Computing
841463|Self-stabilizing smoothing and balancing networks.|Maurice Herlihy,Srikanta Tirthapura||Distributed Computing
841464|Distributed scheduling for disconnected cooperation.|Grzegorz Malewicz,Alexander Russell,Alexander A. Shvartsman||Distributed Computing
841465|Superstabilizing Mutual Exclusion.|Ted Herman||Distributed Computing
841466|Secure Reliable Multicast Protocols in a WAN.|Dahlia Malkhi,Michael Merritt,Ohad Rodeh||Distributed Computing
841467|Self-Stabilization: Randomness to Reduce Space.|Ted Herman||Distributed Computing
841468|Objects shared by Byzantine processes.|Dahlia Malkhi,Michael Merritt,Michael K. Reiter,Gadi Taubenfeld||Distributed Computing
841469|Wait-Free Linearization with an Assertional Proof.|Wim H. Hesselink||Distributed Computing
841470|Byzantine Quorum Systems.|Dahlia Malkhi,Michael K. Reiter||Distributed Computing
841471|Wait-Free Linearization with a Mechanical Proof.|Wim H. Hesselink||Distributed Computing
841472|Automatic verification for a class of distributed systems.|G. Manduchi,M. Moro||Distributed Computing
841473|Progress Under Bounded Fairness.|Wim H. Hesselink||Distributed Computing
841474|Optimal smoothing schedules for real-time streams.|Yishay Mansour,Boaz Patt-Shamir,Ofer Lapid||Distributed Computing
841475|Wait-free concurrent memory management by Create and Read until Deletion (CaRuD).|Wim H. Hesselink,Jan Friso Groote||Distributed Computing
841476|Compiling Communicating Processes Into Delay-Insensitive VLSI Circuits.|Alain J. Martin||Distributed Computing
841477|Deadlock-Free Message Routing in Multicomputer Networks.|Peter A. J. Hilbers,Johan J. Lukkien||Distributed Computing
841478|Introduction.|Keith Marzullo||Distributed Computing
841479|Self-Stabilizing Depth-First Token Circulation on Networks.|Shing-Tsaan Huang,Nian-Shing Chen||Distributed Computing
841480|Efficient Detection of a Class of Stable Properties.|Keith Marzullo,Laura S. Sabel||Distributed Computing
841481|Alternators on uniform rings of odd size.|Shing-Tsaan Huang,Ying-Sung Huang,Su-Shen Hung||Distributed Computing
841482|Algorithms for Distributed Termination Detection.|Friedemann Mattern||Distributed Computing
841483|Self-stabilizing 2-Clock for Unidirectional Rings of Odd Size.|Shing-Tsaan Huang,Tzong-Jye Liu||Distributed Computing
841484|Probabilistic Verification of Communication Protocols.|Nicholas F. Maxemchuk,Krishan K. Sabnani||Distributed Computing
841485|Self-Stabilizing Token Circulation in Uniform Networks.|Shing-Tsaan Huang,Lih-Chyau Wuu||Distributed Computing
841486|A Complete Axiomatic Semantics of Spawning.|Sigurd Meldal||Distributed Computing
841487|A Simple and Fast Asynchronous Consensus Protocol Based on a Weak Failure Detector.|Michel Hurfin,Michel Raynal||Distributed Computing
