sep=|
1100184|Steganalysis using image quality metrics.|Ismail Avcibas,Nasir D. Memon,Bülent Sankur||IEEE Transactions on Image Processing
1100185|Scale space classification using area morphology.|Scott T. Acton,Dipti Prasad Mukherjee||IEEE Transactions on Image Processing
1100186|Edge-enhancement postprocessing using artificial dissipation.|Amir Averbuch,Boris Epstein,N. Rabin,Eli Turkel||IEEE Transactions on Image Processing
1100187|Oriented texture completion by AM-FM reaction-diffusion.|Scott T. Acton,Dipti Prasad Mukherjee,Joebob P. Havlicek,Alan C. Bovik||IEEE Transactions on Image Processing
1100188|Image compression using wavelet transform and multiresolution decomposition.|Amir Averbuch,Danny Lazar,Moshe Israeli||IEEE Transactions on Image Processing
1100189|Reversible integer-to-integer wavelet transforms for image compression: performance evaluation and analysis.|Michael D. Adams,Faouzi Kossentini||IEEE Transactions on Image Processing
1100190|Low bit-rate efficient compression for seismic data.|Amir Averbuch,François G. Meyer,Jan-Olov Strömberg,Ronald R. Coifman,Anthony Vassiliou||IEEE Transactions on Image Processing
1100191|An occupancy model for image retrieval and similarity evaluation.|Donald A. Adjeroh,Moon-Chuen Lee||IEEE Transactions on Image Processing
1100192|Deblocking of block-transform compressed images using weighted sums of symmetrically aligned pixels.|Amir Averbuch,Alon Schclar,David L. Donoho||IEEE Transactions on Image Processing
1100193|On ratio-based color indexing.|Donald A. Adjeroh,Moon-Chuen Lee||IEEE Transactions on Image Processing
1100194|A new family of spline-based biorthogonal wavelet transforms and their application to image compression.|Amir Averbuch,Valery A. Zheludev||IEEE Transactions on Image Processing
1100195|Transform-based image enhancement algorithms with performance measure.|Sos S. Agaian,Karen A. Panetta,Artyom M. Grigoryan||IEEE Transactions on Image Processing
1100196|Multidirectional and multiscale edge detection via M-band wavelet transform.|Tolga Aydin,Yücel Yemez,Emin Anarim,Bülent Sankur||IEEE Transactions on Image Processing
1100197|Layered Wyner-Ziv Video Coding.|Qian Xu,Zixiang Xiong||IEEE Transactions on Image Processing
1100198|Model-based color halftoning using direct binary search.|A. Ufuk Agar,Jan P. Allebach||IEEE Transactions on Image Processing
1100199|Stereo image coding: a projection approach.|Halûk Aydinoglu,Monson H. Hayes III||IEEE Transactions on Image Processing
1100200|Line detection in images through regularized hough transform.|N. Aggarwal,W. Clem Karl||IEEE Transactions on Image Processing
1100201|The design of two-dimensional gradient estimators based on one-dimensional operators.|M. Azaria,Ilia Vitsnudel,Yehoshua Y. Zeevi||IEEE Transactions on Image Processing
1100202|Sensor array processing techniques for super resolution multi-line-fitting and straight edge detection.|Hamid K. Aghajan,Thomas Kailath||IEEE Transactions on Image Processing
1100203|Neural network decision directed edge-adaptive Kalman filter for image estimation.|Mahmood R. Azimi-Sadjadi,Rongrui Xiao,Xi Yu||IEEE Transactions on Image Processing
1100204|Estimation of multiple 2-D uniform motions by SLIDE: subspace-based line detection.|Hamid K. Aghajan,Babak Hossein Khalaj,Thomas Kailath||IEEE Transactions on Image Processing
1100205|Multiconstraint Wiener-based motion compensation using wavelet pyramids.|Nadia Baaziz,Claude Labit||IEEE Transactions on Image Processing
1100206|Reduction of boundary artifacts in image restoration.|Farzin Aghdasi,Rabab Kreidieh Ward||IEEE Transactions on Image Processing
1100207|Range Image Segmentation Using Surface Selection Criterion.|Alireza Bab-Hadiashar,Niloofar Gheissari||IEEE Transactions on Image Processing
1100208|Robust ego-motion estimation and 3-D model refinement using surface parallax.|Amit K. Agrawal,Rama Chellappa||IEEE Transactions on Image Processing
1100209|Scalable data parallel algorithms for texture synthesis using Gibbs random fields.|David A. Bader,Joseph JáJá,Rama Chellappa||IEEE Transactions on Image Processing
1100210|Three-dimensional modeling from two-dimensional video.|Pedro M. Q. Aguiar,José M. F. Moura||IEEE Transactions on Image Processing
1100211|Gridline: automatic grid alignment DNA microarray scans.|Peter Bajcsy||IEEE Transactions on Image Processing
1100212|Figure-ground segmentation from occlusion.|Pedro M. Q. Aguiar,José M. F. Moura||IEEE Transactions on Image Processing
1100213|Adaptive MAP error concealment for dispersively packetized wavelet-coded images.|Ivan V. Bajic||IEEE Transactions on Image Processing
1100214|Multiresolution permutation filter implementations based on acyclic connected graphs.|Marcela D. Aguirre,Kenneth E. Barner||IEEE Transactions on Image Processing
1100215|Domain-based multiple description coding of images and video.|Ivan V. Bajic,John W. Woods||IEEE Transactions on Image Processing
1100216|Nonmetric calibration of camera lens distortion: differential methods and robust estimation.|M. Ahmed,Aly A. Farag||IEEE Transactions on Image Processing
1100217|Two-dimensional transforms for device color correction and calibration.|Raja Bala,Gaurav Sharma,Vishal Monga,J.-P. Van de Capelle||IEEE Transactions on Image Processing
1100218|Lossless image compression by quantization feedback in a content-driven enhanced Laplacian pyramid.|Bruno Aiazzi,Luciano Alparone,Stefano Baronti,Franco Lotti||IEEE Transactions on Image Processing
1100219|Sequential scalar quantization of vectors: an analysis.|Raja Balasubramanian,Charles A. Bouman,Jan P. Allebach||IEEE Transactions on Image Processing
1100220|2-D-CELP image coding with block-adaptive prediction and variable code-vector size.|Sonia Aïssa,Eric Dubois||IEEE Transactions on Image Processing
1100221|Subpixel Estimation of Shifts Directly in the Fourier Domain.|Murat Balci,Hassan Foroosh||IEEE Transactions on Image Processing
1100222|A comparison of rotational representations in structure and motion estimation for manoeuvring objects.|Victor C. Aitken,Howard M. Schwartz||IEEE Transactions on Image Processing
1100223|A maximum likelihood estimate for two-variable fractal surface.|Adil S. Balghonaim,James M. Keller||IEEE Transactions on Image Processing
1100224|Multiplierless PR quadrature mirror filters for subband image coding.|Ali N. Akansu||IEEE Transactions on Image Processing
1100225|Filling-in by joint interpolation of vector fields and gray levels.|Coloma Ballester,Marcelo Bertalmío,Vicent Caselles,Guillermo Sapiro,Joan Verdera||IEEE Transactions on Image Processing
1100226|An improvement to MBASIC algorithm for 3-D motion and depth estimation.|Gozde Bozdagi Akar,A. Murat Tekalp,Levent Onural||IEEE Transactions on Image Processing
1100227|Noncausal predictive image codec.|Nikhil Balram,José M. F. Moura||IEEE Transactions on Image Processing
1100228|Adaptive methods for dithering color images.|Lale Akarun,Yasemin Yardimci,A. Enis Çetin||IEEE Transactions on Image Processing
1100229|Feature-based wavelet shrinkage algorithm for image denoising.|Eric J. Balster,Yuan F. Zheng,Robert L. Ewing||IEEE Transactions on Image Processing
1100230|Super-resolution reconstruction of hyperspectral images.|Toygar Akgun,Yucel Altunbasak,Russell M. Mersereau||IEEE Transactions on Image Processing
1100231|Corrections to "Feature-Based Wavelet Shrinkage Algorithm for Image Denoising".|Eric J. Balster,Yuan F. Zheng,Robert L. Ewing||IEEE Transactions on Image Processing
1100232|An optimal nonlinear extension of linear filters based on distributed arithmetic.|David Akopian,Jaakko Astola||IEEE Transactions on Image Processing
1100233|Generalized symmetric extension for size-limited multirate filter banks.|Roberto H. Bamberger,Steven L. Eddins,Veyis Nuri||IEEE Transactions on Image Processing
1100234|Combined edge crispiness and statistical differencing for deblocking JPEG compressed images.|Amjed S. Al-Fahoum,Ali M. Reza||IEEE Transactions on Image Processing
1100235|Image segmentation and labeling using the Polya urn model.|Amit Banerjee,Philippe Burlina,Fady Alajaji||IEEE Transactions on Image Processing
1100236|Lossy compression of noisy images.|Osama K. Al-Shaykh,Russell M. Mersereau||IEEE Transactions on Image Processing
1100237|Adaptive target detection in foliage-penetrating SAR images using alpha-stable models.|Amit Banerjee,Philippe Burlina,Rama Chellappa||IEEE Transactions on Image Processing
1100238|Restoration of lossy compressed noisy images.|Osama K. Al-Shaykh,Russell M. Mersereau||IEEE Transactions on Image Processing
1100239|Multiscale recursive medians, scale-space, and transforms with applications to image processing.|J. Andrew Bangham,Paul D. Ling,Robert Young||IEEE Transactions on Image Processing
1100240|Estimation of depth fields suitable for video compression based on 3-D structure and motion of objects.|A. Aydin Alatan,Levent Onural||IEEE Transactions on Image Processing
1100241|Low bit rate video coding using robust motion vector regeneration in the decoder.|Mark R. Banham,James C. Brailean,Cheuk L. Chan,Aggelos K. Katsaggelos||IEEE Transactions on Image Processing
1100242|Reversible watermark using the difference expansion of a generalized integer transform.|Adnan M. Alattar||IEEE Transactions on Image Processing
1100243|Multichannel restoration of single channel images using a wavelet-based subband decomposition.|Mark R. Banham,Nikolas P. Galatsanos,Hector L. Gonzalez,Aggelos K. Katsaggelos||IEEE Transactions on Image Processing
1100244|Quality image metrics for synthetic images based on perceptual color differences.|Stéphane Albin,Gilles Rougeron,Bernard Péroche,Alain Trémeau||IEEE Transactions on Image Processing
1100245|Spatially adaptive wavelet-based multiscale image restoration.|Mark R. Banham,Aggelos K. Katsaggelos||IEEE Transactions on Image Processing
1100246|Linear filtering of images based on properties of vision.|V. Ralph Algazi,Gary E. Ford,Hong Chen||IEEE Transactions on Image Processing
1100247|Halftoning via direct binary search using analytical and stochastic printer models.|Farhan A. Baqai,Jan P. Allebach||IEEE Transactions on Image Processing
1100248|Geometric Invariance in image watermarking.|Masoud Alghoniemy,Ahmed H. Tewfik||IEEE Transactions on Image Processing
1100249|Semi-blind image restoration via Mumford-Shah regularization.|Leah Bar,Nir A. Sochen,Nahum Kiryati||IEEE Transactions on Image Processing
1100250|Progressive quantized projection approach to data hiding.|Masoud Alghoniemy,Ahmed H. Tewfik||IEEE Transactions on Image Processing
1100251|A well-balanced flow equation for noise removal and edge detection.|Célia A. Zorzo Barcelos,Maurílio Boaventura,Evanivaldo Castro Silva Jr.||IEEE Transactions on Image Processing
1100252|Fast DCT-based spatial domain interpolation of blocks in images.|Ziad Al Kachouh,Maurice G. Bellanger||IEEE Transactions on Image Processing
1100253|Pyramidal lattice vector quantization for multiscale image coding.|Michel Barlaud,Patrick Solé,Thierry Gaidon,Marc Antonini,Pierre Mathieu||IEEE Transactions on Image Processing
1100254|On global and local convergence of half-quadratic algorithms.|Marc Allain,Jérôme Idier,Yves Goussard||IEEE Transactions on Image Processing
1100255|A comparison of computational color constancy algorithms. I: Methodology and experiments with synthesized data.|Kobus Barnard,Vlad C. Cardei,Brian V. Funt||IEEE Transactions on Image Processing
1100256|Linear demosaicing inspired by the human visual system.|David Alleysson,Sabine Süsstrunk,Jeanny Hérault||IEEE Transactions on Image Processing
1100257|A comparison of computational color constancy Algorithms. II. Experiments with image data.|Kobus Barnard,Lindsay Martin,Adam Coath,Brian V. Funt||IEEE Transactions on Image Processing
1100258|Fingerprint enhancement by shape adaptation of scale-space operators with automatic scale selection.|Andrés Almansa,Tony Lindeberg||IEEE Transactions on Image Processing
1100259|Partition-based weighted sum filters for image restoration.|Kenneth E. Barner,Ahmad M. Sarhan,Russell C. Hardie||IEEE Transactions on Image Processing
1100260|Regularization of optic flow estimates by means of weighted vector median filtering.|Luciano Alparone,Mauro Barni,Franco Bartolini,Roberto Caldelli||IEEE Transactions on Image Processing
1100261|Advances in residual vector quantization: a review.|Christopher F. Barnes,Syed A. Rizvi,Nasser M. Nasrabadi||IEEE Transactions on Image Processing
1100262|A variational approach to the radiometric enhancement of digital imagery.|Irfan Altas,John Louis,John Belward||IEEE Transactions on Image Processing
1100263|Improving the accuracy of volumetric segmentation using pre-processing boundary detection and image reconstruction.|Rick Archibald,Jiuxiang Hu,Anne Gelb,Gerald E. Farin||IEEE Transactions on Image Processing
1100264|Nonlinear dynamic range transformation in visual communication channels.|Rachel Alter-Gartenberg||IEEE Transactions on Image Processing
1100265|Variational image reconstruction from arbitrarily spaced samples: a fast multiresolution spline solution.|Muthuvel Arigovindan,Michael Sühling,Patrick R. Hunziker,Michael Unser||IEEE Transactions on Image Processing
1100266|A fast parametric motion estimation algorithm with illumination and lens distortion correction.|Yucel Altunbasak,Russell M. Mersereau,Andrew J. Patti||IEEE Transactions on Image Processing
1100267|A fast algorithm for 1-norm vector median filtering.|Mauro Barni||IEEE Transactions on Image Processing
1100268|Colorimetric restoration of digital images.|Hayriye Altunbasak,H. Joel Trussell||IEEE Transactions on Image Processing
1100269|A quasi-Euclidean norm to speed up vector median filtering.|Mauro Barni,Fabio Buti,Franco Bartolini,Vito Cappellini||IEEE Transactions on Image Processing
1100270|Closed-form connectivity-preserving solutions for motion compensation using 2-D meshes.|Yucel Altunbasak,A. Murat Tekalp||IEEE Transactions on Image Processing
1100271|Conditional filters for image sequence-based tracking - application to point tracking.|Elise Arnaud,Étienne Mémin,Bruno Cernuschi-Frías||IEEE Transactions on Image Processing
1100272|2-D moving average models for texture synthesis and analysis.|Kie-Bum Eom||IEEE Transactions on Image Processing
1100273|Occlusion-adaptive, content-based mesh design and forward tracking .|Yucel Altunbasak,A. Murat Tekalp||IEEE Transactions on Image Processing
1100274|Improved wavelet-based watermarking through pixel-wise masking.|Mauro Barni,Franco Bartolini,Alessandro Piva||IEEE Transactions on Image Processing
1100275|Specification of the observation model for regularized image up-sampling.|Hussein H. Aly,Eric Dubois||IEEE Transactions on Image Processing
1100276|Capacity of full frame DCT image watermarks.|Mauro Barni,Franco Bartolini,Alessia De Rosa,Alessandro Piva||IEEE Transactions on Image Processing
1100277|Image Up-Sampling Using Total-Variation Regularization With a New Observation Model.|Hussein H. Aly,Eric Dubois||IEEE Transactions on Image Processing
1100278|A new decoder for the optimum recovery of nonadditive watermarks.|Mauro Barni,Franco Bartolini,Alessia De Rosa,Alessandro Piva||IEEE Transactions on Image Processing
1100279|2D-pattern matching image and video compression: theory, algorithms, and experiments.|Marc Alzina,Wojciech Szpankowski,Ananth Grama||IEEE Transactions on Image Processing
1100280|Shape from focus using multilayer feedforward neural networks.|Muhammad Asif,Tae-Sun Choi||IEEE Transactions on Image Processing
1100281|Data hiding watermarking for halftone images.|Ming Sun Fu,Oscar C. Au||IEEE Transactions on Image Processing
1100282|Velocity selective filters recursively implemented in the spatiotemporal domain.|Sebastien Ambellouis,François Cabestaing,Jack-Gérard Postaire||IEEE Transactions on Image Processing
1100283|An Energy-Based Three-Dimensional Segmentation Approach for the Quantitative Interpretation of Electron Tomograms.|Alberto Bartesaghi,Guillermo Sapiro,Sriram Subramaniam||IEEE Transactions on Image Processing
1100284|Road extraction from aerial images using a region competition algorithm.|M. Amo,F. Martinez,M. Torre||IEEE Transactions on Image Processing
1100285|Image motion estimation algorithms using cumulants.|John M. M. Anderson,Georgios B. Giannakis||IEEE Transactions on Image Processing
1100286|Geometrically invariant watermarking using feature points.|Patrick Bas,Jean-Marc Chassery,Benoit M. Macq||IEEE Transactions on Image Processing
1100287|Automatic 3D modeling of textured cultural heritage objects.|Marco Andreetto,Nicola Brusco,Guido Maria Cortelazzo||IEEE Transactions on Image Processing
1100288|Bayesian image reconstruction from partial image and aliased spectral intensity data.|Shyamsunder Baskaran,Rick P. Millane||IEEE Transactions on Image Processing
1100289|Image coding using wavelet transform.|Marc Antonini,Michel Barlaud,Pierre Mathieu,Ingrid Daubechies||IEEE Transactions on Image Processing
1100290|Data assimilation in large time-varying multidimensional fields.|Amir Asif,José M. F. Moura||IEEE Transactions on Image Processing
1100291|Affine-permutation invariance of 2-D shapes.|Victor H. S. Ha,José M. F. Moura||IEEE Transactions on Image Processing
1100292|Postprocessing for very low bit-rate video compression.|John G. Apostolopoulos,Nikil Jayant||IEEE Transactions on Image Processing
1100293|On the influence of the phase of conjugate quadrature filters in subband image coding.|Atilla Baskurt,Hugues Benoit-Cattin,Christophe Odet||IEEE Transactions on Image Processing
1100294|Enhancement by image-dependent warping.|Nur Arad,Craig Gotsman||IEEE Transactions on Image Processing
1100295|Uniqueness of tomography with unknown view angles.|Samit Basu,Yoram Bresler||IEEE Transactions on Image Processing
1100296|Permutation weighted order statistic filter lattices.|Gonzalo R. Arce,Timothy A. Hall,Kenneth E. Barner||IEEE Transactions on Image Processing
1100297|Feasibility of tomography with unknown view angles.|Samit Basu,Yoram Bresler||IEEE Transactions on Image Processing
1100298|Guest Editorial Introduction to the Special Issue on Nonlinear Image Processing.|Gonzalo R. Arce,Petros Maragos,Yrjö Neuvo,Ioannis Pitas||IEEE Transactions on Image Processing
1100299|O(NlogN) filtered backprojection reconstruction algorithm for tomography.|Samit Basu,Yoram Bresler||IEEE Transactions on Image Processing
1100300|Order statistic filter banks.|Gonzalo R. Arce,Mu Tian||IEEE Transactions on Image Processing
1100301|Error analysis and performance optimization of fast hierarchical backprojection algorithms.|Samit Basu,Yoram Bresler||IEEE Transactions on Image Processing
1100302|On some Bayesian/regularization methods for image restoration.|G. Archer,D. M. Titterington||IEEE Transactions on Image Processing
1100303|The quantized DCT and its application to DCT-based video coding.|Alen Docef,Faouzi Kossentini,Khanh Nguuyen-Phi,Ismaeil R. Ismaeil||IEEE Transactions on Image Processing
1100304|Wavelet-based texture retrieval using generalized Gaussian density and Kullback-Leibler distance.|Minh N. Do,Martin Vetterli||IEEE Transactions on Image Processing
1100305|Unsupervised iterative detection of land mines in highly cluttered environments.|Sinan Batman,John K. Goutsias||IEEE Transactions on Image Processing
1100306|Modeling and efficient optimization for object-based scalability and some related problems.|Pankaj Batra||IEEE Transactions on Image Processing
1100307|An efficient Re-indexing algorithm for color-mapped images.|Sebastiano Battiato,Giovanni Gallo,Gaetano Impoco,Filippo Stanco||IEEE Transactions on Image Processing
1100308|Maximum entropy image reconstruction from sparsely sampled coherent field data.|David J. Battle,Robert P. Harrison,Mark Hedley||IEEE Transactions on Image Processing
1100309|Adaptive active appearance models.|Aziz Umit Batur,Monson H. Hayes III||IEEE Transactions on Image Processing
1100310|Recompression of JPEG images by requantization.|Heinz H. Bauschke,Christopher H. Hamilton,Mason S. Macklem,Justin S. McMichael,Nicholas R. Swart||IEEE Transactions on Image Processing
1100311|Variable-length constrained-storage tree-structured vector quantization.|Ulug Bayazit,William A. Pearlman||IEEE Transactions on Image Processing
1100312|A noise-filtering method using a local information measure.|Azeddine Beghdadi,Ammar Khellaf||IEEE Transactions on Image Processing
1100313|Contrast techniques for line detection in a correlated noise environment.|David Behar,Julian F. Y. Cheung,Ludwik Kurz||IEEE Transactions on Image Processing
1100314|Spatially adaptive subsampling of image sequences.|Ricardo A. F. Belfor,Marc P. A. Hesp,Reginald L. Lagendijk,Jan Biemond||IEEE Transactions on Image Processing
1100315|Wavelet domain image restoration with adaptive edge-preserving regularization.|Murat Belge,Misha Elena Kilmer,Eric L. Miller||IEEE Transactions on Image Processing
1100316|A new image smoothing method based on a simple model of spatial processing in the early stages of human vision.|Kamel Belkacem-Boussaid,Azeddine Beghdadi||IEEE Transactions on Image Processing
1100317|A random-field model-based algorithm for anomalous complex image pixel detection.|Martin G. Bello||IEEE Transactions on Image Processing
1100318|A combined Markov random field and wave-packet transform-based approach for image segmentation.|Martin G. Bello||IEEE Transactions on Image Processing
1100319|Fractal image compression with region-based functionality.|Kamel Belloulata,Janusz Konrad||IEEE Transactions on Image Processing
1100320|Estimation of 3-D motion using eigen-normalization and expansion matching.|Jezekiel Ben-Arie,Zhiqian Wang||IEEE Transactions on Image Processing
1100321|Building robust wavelet estimators for multicomponent images using Stein's principle.|Amel Benazza-Benyahia,Jean-Christophe Pesquet||IEEE Transactions on Image Processing
1100322|Adaptive regularized constrained least squares image restoration.|Tor Berger,Jan-Olov Strömberg,Torbjørn Eltoft||IEEE Transactions on Image Processing
1100323|Context conditioning and run-length coding for hybrid, embedded progressive image coding.|Wilhelm Berghorn,Tobias Boskamp,Markus Lang,Heinz-Otto Peitgen||IEEE Transactions on Image Processing
1100324|Fast variable run-length coding for embedded progressive wavelet-based image compression.|Wilhelm Berghorn,Tobias Boskamp,Markus Lang,Heinz-Otto Peitgen||IEEE Transactions on Image Processing
1100325|A new fast method for the reconstruction of 2-D microwave images of rotating objects.|Fabrizio Berizzi,Giovanni Corsini||IEEE Transactions on Image Processing
1100326|High-resolution ISAR imaging of maneuvering targets by means of the range instantaneous Doppler technique: modeling and performance analysis.|Fabrizio Berizzi,Enzo Dalle Mese,Marco Diani,Marco Martorella||IEEE Transactions on Image Processing
1100327|Simultaneous structure and texture image inpainting.|Marcelo Bertalmío,Luminita A. Vese,Guillermo Sapiro,Stanley Osher||IEEE Transactions on Image Processing
1100328|Strong-Continuation, Contrast-Invariant Inpainting With a Third-Order Optimal PDE.|Marcelo Bertalmío||IEEE Transactions on Image Processing
1100329|DPA: a deterministic approach to the MAP problem.|Marc Berthod,Zoltan Kato,Josiane Zerubia||IEEE Transactions on Image Processing
1100330|GOLD: a parallel real-time stereo vision system for generic obstacle and lane detection.|Massimo Bertozzi,Alberto Broggi||IEEE Transactions on Image Processing
1100331|Analysis of interlaced video signals and its applications.|Rob A. Beuker,Imran A. Shah||IEEE Transactions on Image Processing
1100332|Guest Editorial Introduction To The Special Issue On Automatic Target Detection And Recognition.|Bir Bhanu,Dan E. Dudgeon,Edmund G. Zelnio,Azriel Rosenfeld,David Casasent,Irving S. Reed||IEEE Transactions on Image Processing
1100333|A steerable complex wavelet construction and its application to image denoising.|Anil A. Bharath,Jeffrey Ng||IEEE Transactions on Image Processing
1100334|Tomographic reconstruction and estimation based on multiscale natural-pixel bases.|Mickey Bhatia,William Clement Karl,Alan S. Willsky||IEEE Transactions on Image Processing
1100335|Progressive image coding using trellis coded quantization.|Ali Bilgin,Philip J. Sementilli,Michael W. Marcellin||IEEE Transactions on Image Processing
1100336|Scalable image coding using reversible integer wavelet transforms.|Ali Bilgin,Philip J. Sementilli,Fang Sheng,Michael W. Marcellin||IEEE Transactions on Image Processing
1100337|Analysis of optical flow constraints.|Alberto Del Bimbo,Paolo Nesi,Jorge L. C. Sanz||IEEE Transactions on Image Processing
1100338|Optical flow computation using extended constraints.|Alberto Del Bimbo,Paolo Nesi,Jorge L. C. Sanz||IEEE Transactions on Image Processing
1100339|Bayesian wavelet-based image deconvolution: a GEM algorithm exploiting a class of heavy-tailed priors.|José M. Bioucas-Dias||IEEE Transactions on Image Processing
1100340|On the modeling of DCT and subband image data for compression.|Keith A. Birney,Thomas R. Fischer||IEEE Transactions on Image Processing
1100341|A comparison of different coding formats for digital coding of video using MPEG-2.|Gisle Bjøntegaard,Karl Olav Lillevold,Robert Danielsen||IEEE Transactions on Image Processing
1100342|Robust anisotropic diffusion.|Michael J. Black,Guillermo Sapiro,David H. Marimont,David Heeger||IEEE Transactions on Image Processing
1100343|Lightness determination at curved surfaces with applications to dynamic range compression and model-based coding of facial images.|Werner Blohm||IEEE Transactions on Image Processing
1100344|Color TV: total variation methods for restoration of vector-valued images.|Peter Blomgren,Tony F. Chan||IEEE Transactions on Image Processing
1100345|A Gaussian derivative-based transform.|Jeffrey A. Bloom,Todd R. Reed||IEEE Transactions on Image Processing
1100346|MOMS: maximal-order interpolation of minimal support.|Thierry Blu,Philippe Thévenaz,Michael Unser||IEEE Transactions on Image Processing
1100347|Complete parameterization of piecewise-polynomial interpolation kernels.|Thierry Blu,Philippe Thévenaz,Michael Unser||IEEE Transactions on Image Processing
1100348|Linear interpolation revitalized.|Thierry Blu,Philippe Thévenaz,Michael Unser||IEEE Transactions on Image Processing
1100349|A multilevel domain decomposition algorithm for fast O(NlogN) reprojection of tomographic images.|Amir Boag,Yoram Bresler,Eric Michielssen||IEEE Transactions on Image Processing
1100350|The fundamentals of average local variance - part I: detecting regular patterns.|P. K. Bocher,K. R. McCloy||IEEE Transactions on Image Processing
1100351|The fundamentals of average local Variance-part II: sampling simple regular patterns with optical imagery.|P. K. Bocher,K. R. McCloy||IEEE Transactions on Image Processing
1100352|Design of orthogonal and biorthogonal lapped transforms satisfying perception related constraints.|Helmut Bölcskei,Richard Heusdens,Rik Theunis,Augustus J. E. M. Janssen||IEEE Transactions on Image Processing
1100353|Real-time restoration of images degraded by uniform motion blur in foveal active vision systems.|Giorgio Bonmassar,Eric L. Schwartz||IEEE Transactions on Image Processing
1100354|Single Quantum Dot Tracking Based on Perceptual Grouping Using Minimal Paths in a Spatiotemporal Volume.|Stephane Bonneau,Maxime Dahan,Laurent D. Cohen||IEEE Transactions on Image Processing
1100355|Tomographic reconstruction using nonseparable wavelets.|Stéphane Bonnet,Françoise Peyrin,Francis Turjman,Rémy Prost||IEEE Transactions on Image Processing
1100356|Multiresolution reconstruction in fan-beam tomography.|Stéphane Bonnet,Françoise Peyrin,Francis Turjman,Rémy Prost||IEEE Transactions on Image Processing
