sep=|
793204|Fortran Interface to X.25 and Transport Service.|Gaetano Andreoni||Computer Networks
793206|Computer Network Architectures and Operating Experience of Data Networks at ICCC'78: Promise and Practice.|M. Clayton Andrews||Computer Networks
793207|QoS in Web Caching.|Manuel Afonso,Alexandre Santos,Vasco Freitas||Computer Networks
793208|The ICCC - Why, What, How and Who.|M. Clayton Andrews||Computer Networks
793209|Simulation Analysis of Protocols in an Integrated Software Environment.|Sudhir Aggarwal,Zvi Har'el||Computer Networks
793211|A flexible multicast routing protocol for group communication.|Sudhir Aggarwal,Sanjoy Paul,Daniel Massey,Daniela Caldararu||Computer Networks
793212|The Real Horror: Newspeak.|Kerstin Anér||Computer Networks
793213|Vinci: a service-oriented architecture for rapid development of Web applications.|Rakesh Agrawal,Roberto J. Bayardo Jr.,Daniel Gruhl,Spiros Papadimitriou||Computer Networks
793214|A new scheme for traffic estimation and resource allocation for bandwidth brokers.|Tricha Anjali,Caterina M. Scoglio,George Uhl||Computer Networks
793215|XPref: a preference language for P3P.|Rakesh Agrawal,Jerry Kiernan,Ramakrishnan Srikant,Yirong Xu||Computer Networks
793216|Techniques for available bandwidth measurement in IP networks: A performance comparison.|Leopoldo Angrisani,Salvatore D'Antonio,Marcello Esposito,Michele Vadursi||Computer Networks
793217|An Efficient Algorithm for Name Resolution in Computer Networks.|Mustaque Ahamad||Computer Networks
793218|Optimal policy for label switched path setup in MPLS networks.|Tricha Anjali,Caterina M. Scoglio,Jaudelice Cavalcante de Oliveira,Ian F. Akyildiz,George Uhl||Computer Networks
793220|CitiTime: a system for rapid creation of portable next-generation telephony services.|Farooq Anjum,Francesco Caruso,Ravi Jain,Paolo Missier,Adalberto Zordan||Computer Networks
793221|Trajectory control of mobile gateways for range extension in ad hoc networks.|Mohiuddin Ahmed,Srikanth V. Krishnamurthy,Randy H. Katz,Son K. Dao||Computer Networks
793222|Automating Web navigation with the WebVCR.|Vinod Anupam,Juliana Freire,Bharat Kumar,Daniel F. Lieuwen||Computer Networks
793223|Adapting to route-demand and mobility in ad hoc network routing.|Sungjoon Ahn,A. Udaya Shankar||Computer Networks
793227|Comparing economic incentives in peer-to-peer networks.|Panayotis Antoniadis,Costas Courcoubetis,Robin Mason||Computer Networks
793228|On the throughput analysis of rate-based and window-based congestion control schemes.|Özgür B. Akan||Computer Networks
793229|An integrated traffic model for multimedia wireless networks.|Nelson Antunes,António Pacheco,Rui Rocha||Computer Networks
793230|Sink repositioning for enhanced performance in wireless sensor networks.|Kemal Akkaya,Mohamed F. Younis,Meenakshi Bangad||Computer Networks
793231|Simulation analysis of RED with short lived TCP connections.|Eitan Altman,Tania Jiménez||Computer Networks
793232|A high level class library for dynamic virtual world modelling.|Ping Dai||Computer Networks
793233|InterPlaNetary Internet: state-of-the-art and research challenges.|Ian F. Akyildiz,Özgür B. Akan,Chao Chen,Jian Fang,Weilian Su||Computer Networks
793234|On the Security of Pay-per-Click and Other Web Advertising Schemes.|Vinod Anupam,Alain J. Mayer,Kobbi Nissim,Benny Pinkas,Michael K. Reiter||Computer Networks
793236|A Regional Distributed WWW Search and Indexing Service - the DESIRE Way.|Anders Ardö,Sigfrid Lundberg||Computer Networks
793239|Editorial.|Ian F. Akyildiz,Harry Rudin||Computer Networks
793240|Effectiveness and Efficiency: The Need for Tailorable User Interfaces on the Web.|Wolfgang Appelt,Elke Hinrichs,Gerd Woetzel||Computer Networks
793241|Editorial.|Ian F. Akyildiz,Harry Rudin||Computer Networks
793243|Editorial.|Ian F. Akyildiz,Harry Rudin||Computer Networks
793244|The future of wireless communications beyond the third generation.|Kurt Aretz,Martin Haardt,Walter Konhäuser,Werner Mohr||Computer Networks
793245|Editorial.|Ian F. Akyildiz,Harry Rudin||Computer Networks
793246|Cross-layer reliability management for multicast over satellite.|Fabrice Arnal,Laurent Dairaine,Jérôme Lacan,Gérard Maral||Computer Networks
793248|Applications of a Web Query Language.|Gustavo O. Arocena,Alberto O. Mendelzon,George A. Mihaila||Computer Networks
793249|Wireless sensor networks: a survey.|Ian F. Akyildiz,Weilian Su,Yogesh Sankarasubramaniam,Erdal Cayirci||Computer Networks
793250|Network processor requirements and benchmarking.|Francis Arts,Peter Barri,Ivan Clemminck,Alex Niemegeers,Bart Pauwels,Geert Taildeman,Miroslav Vrana||Computer Networks
793251|Wireless mesh networks: a survey.|Ian F. Akyildiz,Xudong Wang,Weilin Wang||Computer Networks
793253|TCP and UDP performance for Internet over optical packet-switched networks.|Jingyi He,S.-H. Gary Chan||Computer Networks
793254|Placement of network servers in a wide-area network.|M. A. Al-Fawzan,Fahad Hoymany||Computer Networks
793256|Improving throughput and reliability in mobile wireless networks via transport layer bandwidth aggregation.|Ahmed Abd El Al,Tarek N. Saadawi,Myung J. Lee||Computer Networks
793257|How to charge for network services - flat-rate or usage-based?|Jörn Altmann,Karyen Chu||Computer Networks
793258|Fairness of medium access control protocols for multi-hop ad hoc wireless networks.|Jun He,Hung Keng Pung||Computer Networks
793259|Implementation of the wireless ATM access terminal.|Juha Ala-Laurila,Jussi Lemilainen||Computer Networks
793261|On virtual private networks security design issues.|Cheung Kwok Ho,Jelena V. Misic||Computer Networks
793262|IBM 8265 ATM Backbone Switch hardware architecture.|Haissam Alaiwan||Computer Networks
793264|IBM 8265 ATM Backbone Switch software architecture.|Haissam Alaiwan||Computer Networks
793265|Missing the 404: Link Integrity on the World Wide Web.|Helen Ashman,Hugh C. Davis||Computer Networks
793266|A Java-Based Platform for Intellectual Property Protection on the World Wide Web.|Thomas J. Alexandre||Computer Networks
793267|Authenticating public terminals.|N. Asokan,Hervé Debar,Michael Steiner,Michael Waidner||Computer Networks
793268|3D Visualization of Multimedia Content on the World Wide Web.|Thomas J. Alexandre||Computer Networks
793269|Mobile multi-access IP: a proposal for mobile multi-access management in future wireless IP networks.|Süleyman Altuntas,Buyurman Baykal||Computer Networks
793270|wmATM enhanced software definable radio system.|Janny Hu||Computer Networks
793272|Untraceable mobility or how to travel incognito.|Giuseppe Ateniese,Amir Herzberg,Hugo Krawczyk,Gene Tsudik||Computer Networks
793273|Distributed bandwidth allocation for resilient packet ring networks.|Fahd Alharbi,Nirwan Ansari||Computer Networks
793275|Cell rate moderation of VBR video under an FEC environment in ATM networks.|Abdulmohsen A. Alheraish,D. G. Smith||Computer Networks
793276|The use of learning algorithms in ATM networks call admission control problem: a methodology.|Antonios F. Atlasis,Nikolaos H. Loukas,Athanasios V. Vasilakos||Computer Networks
793277|Routing and wavelength assignment with power considerations in optical networks.|Maher Ali,Byrav Ramamurthy,Jitender S. Deogun||Computer Networks
793278|LB-SELA: Rate-Based Access Control for ATM Networks.|Antonios F. Atlasis,Athanasios V. Vasilakos||Computer Networks
793279|Re-Assembly Buffer Requirements in a Packet Voice Network.|Mustafa K. Mehmet Ali,C. Murray Woodside,Jeremiah F. Hayes||Computer Networks
793281|Are we Yet Cyborgs? University Students and the Practical Consequences of Human-Machine Subjectivity.|Matthew Allen||Computer Networks
793282|An integrated development environment for Java Card.|Isabelle Attali,Denis Caromel,Carine Courbis,Ludovic Henrio,Henrik Nilsson||Computer Networks
793283|The Web: Interactive and Multimedia Education.|Robert Allen||Computer Networks
793285|Guest editorial.|Claudio Allocchio||Computer Networks
793286|On experiments with a transport protocol for pervasive computing environments.|Sasikanth Avancha,Vlad Korolev,Anupam Joshi,Timothy W. Finin,Yelena Yesha||Computer Networks
793288|Secure sensor networks for perimeter protection.|Sasikanth Avancha,Jeffrey Undercoffer,Anupam Joshi,John Pinkston||Computer Networks
793289|Measuring Proxy Performance with the Wisconsin Proxy Benchmark.|Jussara M. Almeida,Pei Cao||Computer Networks
793290|Internet traffic engineering using multi-protocol label switching (MPLS).|Daniel O. Awduche,Bijan Jabbari||Computer Networks
793291|The Influence of Geographical and Cultural Issues on the Cache Proxy Server Workload.|Virgilio Almeida,Márcio G. Cesário,Rodrigo C. Fonseca,Wagner Meira Jr.,Cristina D. Murta||Computer Networks
793292|Maximum delivery time and hot spots in ServerNetTM topologies.|Dimiter R. Avresky,Vladimir Shurbanov,R. Wilkinson,Robert W. Horst,William J. Watson,L. Young||Computer Networks
793293|Efficiency Analysis of Brokers in the Electronic Marketplace.|Virgilio Almeida,Wagner Meira Jr.,Victor F. Ribeiro,Nivio Ziviani||Computer Networks
793295|The Interactive Multimedia Jukebox (IMJ): A New Paradigm for the On-Demand Delivery of Audio/Video.|Kevin C. Almeroth,Mostafa H. Ammar||Computer Networks
793296|Analysis of AIMD protocols over paths with variable delay.|Eitan Altman,Chadi Barakat,Víctor M. Ramos R.||Computer Networks
793297|JavaML: a markup language for Java source code.|Greg J. Badros||Computer Networks
793299|A control theoretic approach to active queue management.|James Aweya,Michel Ouellette,Delfin Y. Montuno||Computer Networks
793300|The US Federal PKI and the Federal Bridge Certification Authority.|Peter Alterman||Computer Networks
793301|A load adaptive mechanism for buffer management.|James Aweya,Michel Ouellette,Delfin Y. Montuno,Alan Chapman||Computer Networks
793302|Performance analysis of AIMD mechanisms over a multi-state Markovian path.|Eitan Altman,Konstantin Avrachenkov,Chadi Barakat,Parijat Dube||Computer Networks
793303|Wireless Broadband and ATM Systems.|Ender Ayanoglu||Computer Networks
793304|Analysis of MIMD congestion control algorithm for high speed networks.|Eitan Altman,Konstantin Avrachenkov,Chadi Barakat,Arzad Alam Kherani,B. J. Prabhu||Computer Networks
793305|Fast and scalable conflict detection for packet classifiers.|Florin Baboescu,George Varghese||Computer Networks
793306|State-dependent M/G/1 type queueing analysis for congestion control in data networks.|Eitan Altman,Konstantin Avrachenkov,Chadi Barakat,R. Núñez Queija||Computer Networks
793308|Slotted Aloha as a game with partial information.|Eitan Altman,Rachid El Azouzi,Tania Jiménez||Computer Networks
793309|Usability Studies And Sesigning Navigational Aids for the World Wide Web.|D. Bachiochi,M. Berstene,E. Chouinard,N. Conlan,M. Danchak,T. Furey,C. Neligon,D. Way||Computer Networks
793310|Avoiding paradoxes in multi-agent competitive routing.|Eitan Altman,Rachid El Azouzi,Odile Pourtallier||Computer Networks
793311|Toward a More Complete Reference Model of Computer-Based Information Systems.|Charles W. Bachman,Ronald G. Ross||Computer Networks
793312|Queuing analysis of simple FEC schemes for voice over IP.|Eitan Altman,Chadi Barakat,Víctor M. Ramos R.||Computer Networks
793313|Local Area Networks Supporting Speech Traffic.|Wael Hilal Bahaa-El-Din,Ming T. Liu||Computer Networks
793315|Multimedia call admission control in mobile networks: a dynamical reservation-pool approach.|Fei Hu,Neeraj K. Sharma||Computer Networks
793318|A line in the sand: a wireless sensor network for target detection, classification, and tracking.|Anish Arora,Prabal Dutta,Sandip Bapat,Vinod Kulathumani,Hongwei Zhang,Vinayak Naik,Vineet Mittal,Hui Cao,Murat Demirbas,Mohamed G. Gouda,Young-ri Choi,Ted Herman,Sandeep S. Kulkarni,Umamaheswaran Arumugam,Mikhail Nesterenko,Adnan Vora,Mark Miyashita||Computer Networks
793319|30% Accessible - A Survey of the UK Wide Web.|Dave J. Beckett||Computer Networks
793321|Two tools for network traffic analysis.|M. Ayedemir,L. Bottomley,Marie Coffin,Clark Jeffries,Peter C. Kiessler,K. Kumar,W. Ligon,J. Marin,Arne A. Nilsson,J. McGovern,Andrew Rindos,Ken V. Vu,Steven P. Woolet,A. Zaglou,K. Zhu||Computer Networks
793323|Introducing Application-Level Replication and Naming into Today's Web.|Michael Baentsch,Georg Molter,Peter Sturm||Computer Networks
793324|The Silent Force of the Screen.|Patrick Baert,Christel Cuypers,Jan de Schampheleire||Computer Networks
793325|Using VRML and JAVA to visualize 3D algorithms in computer graphics education.|Herbert Baerten,Frank Van Reeth||Computer Networks
793326|Distributed redirection for the World-Wide Web.|Aline Baggio,Maarten van Steen||Computer Networks
793328|Fabric area network - a new wireless communications infrastructure to enable ubiquitous networking and sensing on intelligent clothing.|Alex P. J. Hum||Computer Networks
793330|Adding Support for Dynamic and Focused Search with Fetuccino.|Israel Ben-Shaul,Michael Herscovici,Michal Jacovi,Yoëlle S. Maarek,Dan Pelleg,Menachem Shtalhaim,Vladimir Soroka||Computer Networks
793331|On the wireless local area network design problem with performance guarantees.|Abderraouf Bahri,Steven Chamberland||Computer Networks
793332|WebRule: An Event-Based Framework for Active Collaboration among Web Servers.|Israel Ben-Shaul,Shlomit Ifergan||Computer Networks
793333|Analysis and optimisation of event-condition-action rules on XML.|James Bailey,Alexandra Poulovassilis,Peter T. Wood||Computer Networks
793334|Quality of service and flow level admission control in the Internet.|Nabil Benameur,Slim Ben Fredj,Sara Oueslati-Boulahia,James W. Roberts||Computer Networks
793335|Optimizing the radio resource utilization of multiaccess systems with a traffic-transmission quality adaptive packet scheduling.|Andrea Baiocchi,Francesca Cuomo,Cristina Martello||Computer Networks
793336|The Preposterous Inference.|Stafford Beer||Computer Networks
793337|An Integrated CATV-Type Metropolitan Area Network.|Oliver C. Ibe||Computer Networks
793339|Teleservice Developments in CCITT - Migration to the ISDN.|Antony T. Bence||Computer Networks
793340|The Gecko NFS Web Proxy.|Scott M. Baker,John H. Hartman||Computer Networks
793342|Distributed Cooperative Web Servers.|Scott M. Baker,Bongki Moon||Computer Networks
793345|Access protocols for an efficient and fair packet-switched IP-over-WDM metro network.|Kemal Bengi||Computer Networks
793346|Network for the Hungarian R&D Community.|Péter Bakonyi,László Csaba||Computer Networks
793347|The Overheads of Transnetwork Fragmentation.|Chris J. Bennett||Computer Networks
793348|TCP HACK: a mechanism to improve performance over lossy links.|Rajesh Krishna Balan,Boon Peng Lee,K. R. Renjish Kumar,Lillykutty Jacob,Winston Khoon Guan Seah,Akkihebbal L. Ananda||Computer Networks
793349|Measurements of the Transmission Control Protocol.|Christopher J. Bennett,Andrew J. Hinchley||Computer Networks
793350|Controlling smoothness and loss rate for elastic continuous media flows.|Pantelis Balaouras,Ioannis Stavrakakis||Computer Networks
793351|QoS-aware bandwidth provisioning for IP network links.|Hans van den Berg,Michel Mandjes,Remco van de Meent,Aiko Pras,Frank Roijers,Pieter Venemans||Computer Networks
793352|A self-adjusting rate adaptation scheme with good fairness and smoothness properties.|Pantelis Balaouras,Ioannis Stavrakakis||Computer Networks
793353|A concept for an electronic magazine.|Alexander von Berg,Helmut Pralle||Computer Networks
793354|Potential and limitations of a teleteaching environment based on H.323 audio-visual communication systems.|Pantelis Balaouras,Ioannis Stavrakakis,Lazaros F. Merakos||Computer Networks
793355|Mediacups: experience with design and use of computer-augmented everyday artefacts.|Michael Beigl,Hans-Werner Gellersen,Albrecht Schmidt||Computer Networks
793357|ATM connection admission control using pRAM based artificial neural networks.|Francesco Balestrieri,Pantelis L. Panteli,Vasillios Dionissopoulos,Trevor G. Clarkson||Computer Networks
793358|High-Throughput Distributed Spacecraft Network: architecture and multiple access technologies.|Marcos A. Bergamo||Computer Networks
793359|Adaptive video streaming: pre-encoded MPEG-4 with bandwidth scaling.|Alex Balk,Mario Gerla,Dario Maggiorini,M. Y. Sanadidi||Computer Networks
793360|Privacy Protection for Public Directory Services.|Andreas Berger||Computer Networks
793361|XML and the Desperate Tcl Hacker.|Steve Ball||Computer Networks
793362|Standardization of Traffic Measurements and Models for Broadband Networks: Open Issues.|Arthur W. Berger,Maurizio Naldi,Livia De Giovanni,Manuel Villén-Altamirano||Computer Networks
793363|Security issues in control, management and routing protocols.|Madalina Baltatu,Antonio Lioy,Fabio Maino,Daniele Mazzocchi||Computer Networks
793365|Providing Quality of Service over the Web: A Newspaper-Based Approach.|Michel Banâtre,Valérie Issarny,Frédéric Leleu,Boris Charpiot||Computer Networks
793366|The CCITT-Specification and Description Language SDL.|Ferenc Belina,Dieter Hogrefe||Computer Networks
793367|Anycasting-based protocol for geocast service in mobile ad hoc networks.|Young-Bae Ko,Nitin H. Vaidya||Computer Networks
793368|Minimizing communication costs in hierarchically-clustered networks of wireless sensors.|Seema Bandyopadhyay,Edward J. Coyle||Computer Networks
793370|Efficient peer location on the Internet.|Suman Banerjee,Christopher Kommareddy,Bobby Bhattacharjee||Computer Networks
793371|WLESS-frame: a simulation-based development environment for 802.11 stations.|Francesco Bellotti,Alessandro De Gloria,Daniele Grosso,Luca Noli||Computer Networks
793372|An Analysis of Piggybacking in Packet Networks.|Wai Sum Lai||Computer Networks
793373|OMNI: An efficient overlay multicast infrastructure for real-time applications.|Suman Banerjee,Christopher Kommareddy,Koushik Kar,Bobby Bhattacharjee,Samir Khuller||Computer Networks
793376|MAC Layer Interconnection of IEEE 802 Local Area Networks.|Janet A. Berntsen,James R. Davin,Daniel A. Pitt,Neil G. Sullivan||Computer Networks
793377|Comparative analysis of path computation techniques for MPLS traffic engineering.|Gargi Banerjee,Deepinder P. Sidhu||Computer Networks
793381|Targeting Next Year's Students.|David R. Bannon,Nicholas J. Hoogenraad||Computer Networks
793383|Protocols that hide user's preferences in electronic transactions.|Feng Bao,Robert H. Deng||Computer Networks
793384|Design and Implementation of a Video On-Demand System.|Miklós Berzsenyi,István Vajk,Hui Zhang||Computer Networks
793385|Efficient algorithms for periodic scheduling.|Amotz Bar-Noy,Vladimir Dreizin,Boaz Patt-Shamir||Computer Networks
793387|Bandwidth tradeoff between TCP and link-level FEC.|Chadi Barakat,Eitan Altman||Computer Networks
793389|Establishing Virtual Circuits in Large Computer Networks.|Alan E. Baratz,Jeffrey M. Jaffe||Computer Networks
793390|Analysis of the performance of subcarrier multiplexed (SCM) optical systems.|Silvello Betti,E. Bravi,M. Giaconi||Computer Networks
793391|Cryptanalysis of anonymous channel protocol for large-scale area in wireless communications.|Ana M. Barbancho,Alberto Peinado||Computer Networks
793392|Optimising bandwidth of ABR sources.|Madhu D. K. Bhabuta,Peter G. Harrison||Computer Networks
793393|An Implementation of the X 25 Interface in a Datagram Network.|Derek Barber,Tomaz Kalin,C. M. Solomonides||Computer Networks
793394|MSOCKS+: an architecture for transport layer mobility.|Pravin Bhagwat,David A. Maltz,Adrian Segall||Computer Networks
793395|A fluid-based model of time-limited TCP flows.|Mario Barbera,Alfio Lombardo,Giovanni Schembra||Computer Networks
793396|SearchPad: explicit capture of search context to support Web search.|Krishna Bharat||Computer Networks
793397|Study of Internet autonomous system interconnectivity from BGP routing tables.|José M. Barceló,Juan I. Nieto-Hipólito,Jorge García-Vidal||Computer Networks
793398|A Technique for Measuring the Relative Size and Overlap of Public Web Search Engines.|Krishna Bharat,Andrei Z. Broder||Computer Networks
793399|Annotations for Streaming Video on the Web: System Design and Usage Studies.|David Bargeron,Anoop Gupta,Jonathan Grudin,Elizabeth Sanocki||Computer Networks
793400|Mirror, Mirror on the Web: A Study of Host Pairs with Replicated Content.|Krishna Bharat,Andrei Z. Broder||Computer Networks
793402|The Connectivity Server: Fast Access to Linkage Information on the Web.|Krishna Bharat,Andrei Z. Broder,Monika Rauch Henzinger,Puneet Kumar,Suresh Venkatasubramanian||Computer Networks
793406|Interplanetary Internet.|K. B. Bhasin||Computer Networks
793407|ALIS - The On-Line Literature Localization and Document Ordering System of the National Technological Library of Denmark.|Bent Barnholdt,Jørgen Nybroe||Computer Networks
793408|Fast network re-optimization schemes for MPLS and optical networks.|Randeep Bhatia,Murali S. Kodialam,T. V. Lakshman||Computer Networks
793409|Intermediaries: New Places for Producing and Manipulating Web Content.|Rob Barrett,Paul P. Maglio||Computer Networks
793410|Integrating user-perceived quality into Web server design.|Nina T. Bhatti,Anna Bouch,Allan Kuchinsky||Computer Networks
793412|Enabling QoS adaptation decisions for Internet applications.|Saleem N. Bhatti,Graham Knight||Computer Networks
793413|JESSICA: An Object-Oriented Hypermedia Publishing Processor.|Robert A. Barta,Markus W. Schranz||Computer Networks
793414|SLA management in federated environments.|Preeti Bhoj,Sharad Singhal,Sailesh Chutani||Computer Networks
793415|A performance analysis of context transfer protocols for QoS enabled internet services.|Novella Bartolini,Emiliano Casalicchio||Computer Networks
793416|Per-flow QoS support over a stateless Differentiated Services IP domain.|Giuseppe Bianchi,Nicola Blefari-Melazzi,Mauro Femminella||Computer Networks
793417|Location aware, dependable multicast for mobile ad hoc networks.|Stefano Basagni,Imrich Chlamtac,Violet R. Syrotiuk||Computer Networks
793419|Some Remarks on Videotex Interaction - How to Write for a New Reader - A Practical Research.|Enrica Basevi||Computer Networks
793420|A posteriori versus a priori access strategies in slotted all-optical WDM rings.|Andrea Bianco,V. Distefano,Andrea Fumagalli,Emilio Leonardi,Fabio Neri||Computer Networks
793421|Design and Implementation of a QoS Capable Switch-Router.|Erol Basturk,Alexander Birman,G. Delp,Roch Guérin,R. Haas,Sanjay Kamat,Dilip D. Kandlur,P. Pan,Dimitrios E. Pendarakis,Vinod G. J. Peris,Raju Rajan,Debanjan Saha,D. Williams||Computer Networks
793422|Scheduling algorithms for multicast traffic in TDM/WDM networks with arbitrary tuning latencies.|Andrea Bianco,Giulio Galante,Emilio Leonardi,Fabio Neri,Antonio Nucci||Computer Networks
793424|Improved server assisted signatures.|Kemal Bicakci,Nazife Baykal||Computer Networks
793425|COST Project 214: Methods for the Planning and Evaluation of Multiservice Networks.|John A. Bateman||Computer Networks
793426|How to construct optimal one-time signatures.|Kemal Bicakci,Gene Tsudik,Brian Tung||Computer Networks
793427|Accessing Embedded Systems via WWW: The ProWeb Toolset.|Manfred Bathelt,Ulrich Gall,Bernd Hindel,Christian Kurzke||Computer Networks
793428|The Ninja architecture for robust Internet-scale systems and services.|Steven D. Gribble,Matt Welsh,J. Robert von Behren,Eric A. Brewer,David E. Culler,Nikita Borisov,Steven E. Czerwinski,Ramakrishna Gummadi,Jon R. Hill,Anthony D. Joseph,Randy H. Katz,Zhuoqing Morley Mao,Steven J. Ross,Ben Y. Zhao||Computer Networks
793429|A performance study of an optical burst switched network with dynamic simultaneous link possession.|Tzvetelina Battestilli,Harry G. Perros||Computer Networks
793430|Methodologies for the design of negotiation protocols on E-markets.|Martin Bichler,Arie Segev||Computer Networks
793431|A Tutorial on Network Gateways and Interworking of LANs and WANs.|Wulf L. Bauerfeld||Computer Networks
793432|Digestor: Device-Independent Access to the World Wide Web.|Timothy W. Bickmore,Bill N. Schilit||Computer Networks
793433|Global Connectivity.|Wulf L. Bauerfeld,Peter Holleczek||Computer Networks
793434|The Emerging Internet Landscape in Siberia.|Serge D. Belov,Sergey V. Bredikhin,Serge P. Kovalyov,Serge A. Kulagin,Sam L. Musher,Natalie G. Scherbakova,Igor V. Shabalnikov||Computer Networks
793435|An Analysis of the Integrity of Data Delivery in Computer Networks.|Wai Sum Lai||Computer Networks
793436|DIN-A-MIT: An Adaptable, Distributed Computer-Based Message System.|Wulf L. Bauerfeld,Peter Kaufmann,Michael Tschichholz,Chris Weikart||Computer Networks
793437|PACE - A European Programme of Advanced Continuing Education.|Jacques Bieber||Computer Networks
793439|Will Hypertext become the Web's Missing Link?|Michael Bieber||Computer Networks
793440|The Virtual Terminal Approach in the Belgian University Network.|Eric G. Bauwens,Francis N. Magnee||Computer Networks
793442|A Carrier Sense Multiple Access Protocol for Local Networks.|Simon S. Lam||Computer Networks
793443|Grids and research networks as drivers and enablers of future Internet architectures.|Kyriakos Baxevanidis,Howard Davies,Ian T. Foster,Fabrizio Gagliardi||Computer Networks
793445|A passive testing approach based on invariants: application to the WAP|Emmanuel Bayse,Ana R. Cavalli,Manuel Núñez,Fatiha Zaïdi||Computer Networks
793447|COSINE Implementation Phase: COSINE Project Officer's View.|John Beale||Computer Networks
793448|Using intelligent agents for managing resources in military communications.|John Bigham,Laurie G. Cuthbert,Xu Yang,Ning Lu,Damian Ryan||Computer Networks
793449|An analytic modelling approach for network routing algorithms that use "ant-like" mobile agents.|Nigel Bean,André Costa||Computer Networks
793450|A Forms Class Virtual Terminal Service Project.|Semih Bilgen,Mustafa Aykut,Orkun Ekinci||Computer Networks
793451|Preemptive and delay-based mechanisms to provide preference to emergency traffic.|Cory C. Beard||Computer Networks
793453|The Internet2 Distributed Storage Infrastructure Project: An Architecture for Internet Content Channels.|Micah Beck,Terry Moore||Computer Networks
793454|First experiences with the Polish Optical Internet.|Artur Binczewski,Norbert Meyer,Jaroslaw Nabrzyski,Stanislaw Starzak,Maciej Stroinski,Jan Weglarz||Computer Networks
793455|Enabling full service surrogates using the portable channel representation.|Micah Beck,Terry Moore,Leif Abrahamsson,Christophe Achouiantz,Patrick Johansson||Computer Networks
793456|The design and implementation of the Redland RDF application framework.|David Beckett||Computer Networks
793457|Granularity in all-optical WDM networks for large geographical areas.|S. Binetti,G. Notaro,Roberto Sabella||Computer Networks
